product,category,style,side,gate,horizon,avg_markout,portal_avg_markout,hit_rate,portal_hit_rate,count,portal_count,full_proxy,portal_proxy,avg_fill_target
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,join,ask,all,5,6.9032,6.8528,0.6059,0.6068,29985,9995,206993.0,68494.0,-18.26
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,bid,spread_low,100,13.449,8.8953,0.56,0.5413,20880,7695,280815.0,68449.0,18.15
PEBBLES_L,PEBBLES,improve,ask,spread_low,50,2.5315,17.3503,0.512,0.5816,19107,3944,48369.5,68429.5,-12.34
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,improve,ask,spread_high,1,6.811,7.0984,0.7088,0.7034,23443,9639,159670.0,68421.5,-18.49
SLEEP_POD_SUEDE,SLEEP_POD,join,ask,all,50,1.8165,6.8738,0.5013,0.5378,29850,9950,54222.0,68394.5,-10.91
SNACKPACK_STRAWBERRY,SNACKPACK,improve,bid,spread_low,100,15.2698,18.2638,0.5796,0.5887,20847,3737,318329.0,68252.0,29.33
SNACKPACK_RASPBERRY,SNACKPACK,join,ask,spread_low,1,8.2423,8.24,0.8408,0.8399,24556,8278,202398.5,68211.0,-29.41
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,ask,spread_high,10,6.7427,7.5483,0.5786,0.5981,27502,9024,185437.0,68115.5,-18.5
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,all,1,6.933,6.8099,0.8919,0.8865,29997,9999,207969.0,68092.0,29.49
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,imb_buy,1,6.933,6.8099,0.8919,0.8865,29997,9999,207969.0,68092.0,29.49
UV_VISOR_ORANGE,UV_VISOR,improve,ask,all,10,5.8722,6.8139,0.5634,0.567,29970,9990,175990.5,68071.0,-18.26
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,improve,bid,all,10,5.3336,6.8133,0.5678,0.5892,29970,9990,159847.0,68065.0,18.25
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,improve,bid,imb_buy,10,5.3336,6.8133,0.5678,0.5892,29970,9990,159847.0,68065.0,18.25
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,improve,ask,all,1,6.1411,6.7928,0.6961,0.6955,29997,9999,184215.0,67921.0,-18.26
SNACKPACK_PISTACHIO,SNACKPACK,join,bid,spread_high,5,7.9368,7.811,0.745,0.7405,27775,8695,220444.0,67917.0,29.93
UV_VISOR_RED,UV_VISOR,join,ask,all,10,6.4513,6.7928,0.5699,0.5684,29970,9990,193344.0,67860.5,-18.26
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,ask,all,5,6.4772,6.7808,0.6097,0.6205,29985,9995,194219.0,67774.5,-18.26
UV_VISOR_ORANGE,UV_VISOR,join,bid,all,1,6.6194,6.7781,0.73,0.727,29997,9999,198562.5,67774.0,18.25
UV_VISOR_ORANGE,UV_VISOR,join,bid,imb_buy,1,6.6194,6.7781,0.73,0.727,29997,9999,198562.5,67774.0,18.25
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,join,ask,all,100,8.6608,6.8458,0.5492,0.5296,29700,9900,257224.5,67773.0,-18.26
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,join,ask,spread_low,100,6.2037,6.8458,0.5358,0.5296,20864,9900,129435.0,67773.0,-18.15
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,join,ask,all,10,6.7765,6.7839,0.5736,0.5738,29970,9990,203092.0,67771.5,-18.26
UV_VISOR_YELLOW,UV_VISOR,improve,ask,all,5,5.9465,6.7754,0.5967,0.6114,29985,9995,178307.0,67720.0,-18.26
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,spread_high,100,8.767,7.0883,0.5289,0.5326,23495,9553,205980.0,67714.5,18.5
UV_VISOR_RED,UV_VISOR,improve,bid,all,5,6.302,6.7686,0.5975,0.6014,29985,9995,188965.5,67652.5,18.25
UV_VISOR_RED,UV_VISOR,improve,bid,imb_buy,5,6.302,6.7686,0.5975,0.6014,29985,9995,188965.5,67652.5,18.25
UV_VISOR_MAGENTA,UV_VISOR,join,bid,spread_low,100,21.1108,28.8106,0.5657,0.5824,15905,2347,335768.0,67618.5,18.04
PEBBLES_M,PEBBLES,join,bid,all,5,6.6718,6.7596,0.5739,0.5766,29985,9995,200055.0,67562.5,12.41
PEBBLES_M,PEBBLES,join,bid,imb_buy,5,6.6718,6.7596,0.5739,0.5766,29985,9995,200055.0,67562.5,12.41
SNACKPACK_RASPBERRY,SNACKPACK,improve,bid,spread_high,10,7.5532,7.6878,0.6157,0.6195,27219,8786,205590.0,67545.0,29.93
MICROCHIP_CIRCLE,MICROCHIP,join,bid,spread_low,50,5.4201,14.7005,0.5362,0.5786,19541,4594,105914.5,67534.0,6.41
PEBBLES_XL,PEBBLES,join,ask,spread_high,5,9.2504,8.262,0.5523,0.5505,18190,8173,168264.5,67525.0,-12.5
PEBBLES_XL,PEBBLES,improve,ask,spread_high,1,8.2099,8.2555,0.602,0.6038,18198,8177,149404.5,67505.5,-12.5
UV_VISOR_RED,UV_VISOR,improve,bid,spread_high,5,6.2774,6.9939,0.5961,0.6048,24580,9645,154298.5,67456.0,18.49
PEBBLES_M,PEBBLES,join,bid,spread_high,1,6.7168,6.9454,0.6647,0.6651,23540,9711,158114.5,67447.0,12.5
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,join,ask,spread_high,10,7.5821,7.7099,0.5822,0.5798,15166,8742,114989.5,67400.0,-18.49
PANEL_1X2,PANEL,join,bid,all,10,5.6372,6.7439,0.5722,0.5856,29970,9990,168947.5,67371.5,18.25
PANEL_1X2,PANEL,join,bid,imb_buy,10,5.6372,6.7439,0.5722,0.5856,29970,9990,168947.5,67371.5,18.25
PEBBLES_XS,PEBBLES,join,ask,spread_high,50,15.918,19.4571,0.5659,0.5628,20946,3461,333418.5,67341.0,-13.05
PANEL_1X2,PANEL,improve,bid,spread_high,50,2.4563,8.2406,0.52,0.5547,17031,8143,41833.5,67103.5,18.48
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,improve,ask,spread_high,1,6.4545,6.9457,0.7019,0.6995,25291,9649,163241.5,67019.0,-18.47
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,spread_high,100,10.2278,10.3908,0.5169,0.5277,15684,6449,160413.0,67010.5,-10.99
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,all,5,6.8164,6.6971,0.7145,0.711,29985,9995,204390.0,66938.0,29.49
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,imb_buy,5,6.8164,6.6971,0.7145,0.711,29985,9995,204390.0,66938.0,29.49
SNACKPACK_RASPBERRY,SNACKPACK,improve,ask,spread_high,5,7.6179,7.6101,0.6603,0.663,27234,8791,207466.0,66900.5,-29.93
UV_VISOR_ORANGE,UV_VISOR,join,ask,spread_high,1,6.887,7.1865,0.7372,0.7392,26794,9306,184529.5,66878.0,-18.51
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,improve,ask,spread_high,100,7.0849,7.9705,0.517,0.5351,26139,8386,185193.0,66841.0,-18.48
SNACKPACK_RASPBERRY,SNACKPACK,improve,bid,spread_high,1,7.5957,7.5995,0.8224,0.8234,27246,8795,206952.0,66837.5,29.93
SNACKPACK_RASPBERRY,SNACKPACK,improve,ask,spread_high,1,7.604,7.5962,0.8223,0.8249,27246,8795,207179.0,66808.5,-29.93
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,join,bid,all,5,6.691,6.6791,0.6083,0.609,29985,9995,200629.0,66758.0,18.25
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,join,bid,imb_buy,5,6.691,6.6791,0.6083,0.609,29985,9995,200629.0,66758.0,18.25
SNACKPACK_RASPBERRY,SNACKPACK,improve,bid,spread_high,5,7.5817,7.5854,0.663,0.6632,27234,8791,206481.0,66683.5,29.93
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,improve,ask,all,5,5.9123,6.6714,0.594,0.6065,29985,9995,177281.5,66681.0,-18.26
SNACKPACK_RASPBERRY,SNACKPACK,join,ask,spread_low,5,8.1086,8.0518,0.6713,0.6717,24548,8276,199051.0,66636.5,-29.41
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,improve,bid,spread_high,10,5.3951,6.9687,0.5686,0.5927,28211,9560,152201.0,66620.5,18.5
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,join,ask,spread_low,5,6.5033,7.4835,0.6065,0.6222,20706,8900,134657.5,66603.5,-18.13
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,improve,bid,all,50,7.3255,6.6873,0.5391,0.5269,29850,9950,218666.0,66539.0,18.25
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,improve,bid,imb_buy,50,7.3255,6.6873,0.5391,0.5269,29850,9950,218666.0,66539.0,18.25
SNACKPACK_PISTACHIO,SNACKPACK,join,bid,spread_high,10,7.7667,7.638,0.6731,0.6717,27761,8691,215612.0,66381.5,29.93
ROBOT_LAUNDRY,ROBOT,improve,ask,spread_high,100,6.7202,8.9088,0.5303,0.5442,26605,7447,178791.5,66343.5,-8.31
PEBBLES_M,PEBBLES,join,bid,all,10,6.7915,6.6246,0.5509,0.5516,29970,9990,203541.5,66180.0,12.41
PEBBLES_M,PEBBLES,join,bid,imb_buy,10,6.7915,6.6246,0.5509,0.5516,29970,9990,203541.5,66180.0,12.41
PEBBLES_L,PEBBLES,improve,ask,all,5,5.6556,6.615,0.5597,0.57,29985,9995,169584.5,66116.5,-12.4
MICROCHIP_SQUARE,MICROCHIP,join,ask,all,1,5.7388,6.61,0.6077,0.6096,29997,9999,172147.5,66093.5,-5.96
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,join,bid,all,1,6.833,6.6063,0.7262,0.7225,29997,9999,204969.5,66056.0,18.25
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,join,bid,imb_buy,1,6.833,6.6063,0.7262,0.7225,29997,9999,204969.5,66056.0,18.25
SNACKPACK_RASPBERRY,SNACKPACK,improve,ask,spread_high,10,7.6464,7.5076,0.6137,0.6165,27219,8786,208128.0,65962.0,-29.93
UV_VISOR_RED,UV_VISOR,join,ask,spread_high,10,7.1212,6.8397,0.5763,0.5685,24565,9640,174933.5,65934.5,-18.49
PEBBLES_M,PEBBLES,join,bid,spread_high,5,6.6234,6.7816,0.5739,0.5765,23532,9707,155862.5,65829.0,12.5
UV_VISOR_YELLOW,UV_VISOR,join,bid,all,1,6.9565,6.5832,0.7311,0.7245,29997,9999,208675.5,65825.5,18.25
UV_VISOR_YELLOW,UV_VISOR,join,bid,imb_buy,1,6.9565,6.5832,0.7311,0.7245,29997,9999,208675.5,65825.5,18.25
SNACKPACK_PISTACHIO,SNACKPACK,improve,ask,spread_low,10,6.8407,6.953,0.6506,0.6564,23135,9467,158258.5,65824.5,-29.35
SLEEP_POD_SUEDE,SLEEP_POD,join,ask,spread_high,50,3.2149,6.8538,0.512,0.5387,21583,9602,69386.5,65810.5,-10.98
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,join,ask,all,10,6.0681,6.5844,0.5629,0.5686,29970,9990,181860.0,65778.0,-18.26
PANEL_2X4,PANEL,improve,bid,spread_low,50,9.36,13.241,0.5425,0.5595,23688,4962,221719.5,65702.0,10.84
ROBOT_VACUUMING,ROBOT,join,ask,all,100,9.1794,6.6345,0.5375,0.5142,29700,9900,272628.5,65682.0,-8.54
ROBOT_VACUUMING,ROBOT,join,ask,spread_low,100,7.9177,6.6345,0.5322,0.5142,26839,9900,212503.0,65682.0,-8.06
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,join,bid,all,1,6.1168,6.5657,0.7225,0.7416,29997,9999,183485.0,65650.5,18.25
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,join,bid,imb_buy,1,6.1168,6.5657,0.7225,0.7416,29997,9999,183485.0,65650.5,18.25
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,all,10,6.6787,6.5576,0.6496,0.6515,29970,9990,200159.5,65510.0,29.49
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,imb_buy,10,6.6787,6.5576,0.6496,0.6515,29970,9990,200159.5,65510.0,29.49
TRANSLATOR_VOID_BLUE,TRANSLATOR,join,bid,spread_high,50,5.5715,7.7034,0.5247,0.5343,18897,8492,105285.0,65417.0,10.99
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,join,ask,spread_high,100,8.0927,6.8693,0.5315,0.5294,28418,9516,229979.5,65368.0,-12.21
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,ask,all,1,6.5165,6.5342,0.7294,0.7326,29997,9999,195474.0,65335.5,-18.26
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,spread_low,100,20.1108,27.8106,0.5628,0.5812,15905,2347,319863.0,65271.5,18.04
PANEL_1X4,PANEL,join,bid,all,50,3.1054,6.5567,0.5232,0.5599,29850,9950,92696.5,65239.0,12.16
PANEL_1X4,PANEL,join,bid,imb_buy,50,3.1054,6.5567,0.5232,0.5599,29850,9950,92696.5,65239.0,12.16
UV_VISOR_RED,UV_VISOR,improve,bid,all,1,6.0771,6.5132,0.7013,0.7068,29997,9999,182295.0,65125.0,18.25
UV_VISOR_RED,UV_VISOR,improve,bid,imb_buy,1,6.0771,6.5132,0.7013,0.7068,29997,9999,182295.0,65125.0,18.25
SNACKPACK_PISTACHIO,SNACKPACK,improve,ask,spread_low,5,6.8456,6.871,0.7093,0.7118,23149,9472,158468.0,65082.0,-29.35
MICROCHIP_SQUARE,MICROCHIP,improve,ask,all,5,4.2557,6.5077,0.5347,0.5434,29985,9995,127608.5,65044.5,-5.96
UV_VISOR_MAGENTA,UV_VISOR,join,ask,spread_high,100,4.8664,6.8071,0.5224,0.5178,23495,9553,114335.0,65028.5,-18.5
MICROCHIP_SQUARE,MICROCHIP,join,ask,spread_high,1,6.444,6.6982,0.6092,0.6112,18281,9698,117803.5,64959.0,-5.99
PEBBLES_L,PEBBLES,join,bid,all,1,6.4805,6.491,0.6615,0.6628,29997,9999,194396.5,64903.5,12.41
PEBBLES_L,PEBBLES,join,bid,imb_buy,1,6.4805,6.491,0.6615,0.6628,29997,9999,194396.5,64903.5,12.41
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,join,ask,spread_high,10,6.484,6.7089,0.5669,0.5696,25264,9640,163811.5,64674.0,-18.47
PEBBLES_L,PEBBLES,improve,ask,spread_high,10,6.5002,8.2999,0.5505,0.5646,23264,7789,151219.5,64648.0,-12.5
SNACKPACK_PISTACHIO,SNACKPACK,improve,ask,spread_low,1,6.8122,6.8212,0.8894,0.8918,23160,9476,157769.5,64637.5,-29.35
SNACKPACK_RASPBERRY,SNACKPACK,join,ask,spread_low,10,7.8916,7.8128,0.6179,0.6246,24537,8273,193636.0,64635.0,-29.41
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,improve,ask,all,10,5.5821,6.4667,0.5618,0.5683,29970,9990,167297.0,64602.0,-18.26
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,improve,ask,spread_low,10,5.4659,7.2545,0.5588,0.5775,20699,8895,113139.0,64529.0,-18.13
SNACKPACK_PISTACHIO,SNACKPACK,improve,ask,spread_high,10,7.4808,7.4222,0.6671,0.6689,27761,8691,207674.0,64506.5,-29.93
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,join,bid,all,10,6.3571,6.4557,0.5777,0.5742,29970,9990,190522.0,64492.5,18.25
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,join,bid,imb_buy,10,6.3571,6.4557,0.5777,0.5742,29970,9990,190522.0,64492.5,18.25
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,join,ask,spread_high,5,7.3598,7.3742,0.6152,0.6132,15173,8744,111669.5,64480.0,-18.49
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,improve,bid,spread_low,50,10.4217,8.2702,0.5512,0.5338,19203,7793,200127.5,64450.0,18.12
SNACKPACK_RASPBERRY,SNACKPACK,join,ask,spread_high,100,9.0669,7.4082,0.5557,0.545,26957,8699,244417.0,64444.0,-29.93
UV_VISOR_MAGENTA,UV_VISOR,join,ask,all,100,2.4519,6.4922,0.5159,0.5162,29700,9900,72822.0,64272.5,-18.26
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,spread_low,1,6.7948,6.7819,0.8848,0.8856,23160,9476,157366.5,64265.5,29.34
SLEEP_POD_POLYESTER,SLEEP_POD,join,ask,all,10,4.4981,6.4328,0.5459,0.5689,29970,9990,134807.0,64264.0,-10.87
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,join,ask,all,100,7.6625,6.4834,0.5298,0.5284,29700,9900,227577.0,64185.5,-12.06
UV_VISOR_RED,UV_VISOR,improve,bid,spread_high,1,6.2261,6.65,0.7038,0.7115,24592,9649,153112.0,64166.0,18.49
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,bid,all,1,6.5343,6.4119,0.7322,0.7299,29997,9999,196010.0,64112.5,18.25
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,bid,imb_buy,1,6.5343,6.4119,0.7322,0.7299,29997,9999,196010.0,64112.5,18.25
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,join,bid,all,10,6.7192,6.4118,0.5787,0.5747,29970,9990,201373.0,64054.0,18.25
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,join,bid,imb_buy,10,6.7192,6.4118,0.5787,0.5747,29970,9990,201373.0,64054.0,18.25
UV_VISOR_ORANGE,UV_VISOR,join,bid,spread_high,1,6.7454,6.8783,0.7332,0.7294,26794,9306,180737.5,64009.0,18.51
SNACKPACK_PISTACHIO,SNACKPACK,join,bid,spread_low,50,7.4884,6.7892,0.5863,0.5678,23027,9427,172434.5,64001.5,29.34
UV_VISOR_ORANGE,UV_VISOR,join,bid,all,5,6.528,6.397,0.6081,0.608,29985,9995,195743.5,63938.5,18.25
UV_VISOR_ORANGE,UV_VISOR,join,bid,imb_buy,5,6.528,6.397,0.6081,0.608,29985,9995,195743.5,63938.5,18.25
SNACKPACK_RASPBERRY,SNACKPACK,improve,bid,spread_low,10,7.6941,7.7263,0.6188,0.6192,24537,8273,188789.0,63920.0,29.4
UV_VISOR_MAGENTA,UV_VISOR,improve,ask,spread_high,50,5.004,6.6546,0.5208,0.511,23640,9602,118294.0,63897.0,-18.49
PEBBLES_XS,PEBBLES,improve,ask,spread_high,50,14.918,18.4571,0.5616,0.5602,20946,3461,312472.5,63880.0,-13.05
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,join,bid,spread_high,1,6.2143,6.6639,0.7265,0.7466,28238,9569,175480.0,63767.0,18.5
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,spread_low,5,6.7612,6.7321,0.7126,0.7127,23149,9472,156515.0,63766.0,29.34
UV_VISOR_RED,UV_VISOR,improve,ask,all,1,5.9623,6.3735,0.6954,0.7003,29997,9999,178851.0,63729.0,-18.26
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,join,bid,spread_low,10,6.5159,6.4929,0.5789,0.5748,25977,9810,169263.0,63695.0,18.2
PEBBLES_M,PEBBLES,join,bid,spread_high,10,6.5688,6.5639,0.5509,0.5507,23522,9702,154512.0,63683.0,12.5
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,ask,spread_high,5,6.7322,7.0507,0.6136,0.6237,27517,9029,185249.0,63661.0,-18.5
PANEL_1X4,PANEL,join,bid,spread_low,50,4.6639,6.5737,0.5376,0.5599,15459,9671,72098.5,63574.0,12.65
PEBBLES_L,PEBBLES,join,ask,spread_high,5,7.1419,8.1569,0.5781,0.5897,23274,7789,166220.5,63534.0,-12.5
SLEEP_POD_POLYESTER,SLEEP_POD,join,ask,spread_low,50,0.4237,8.7481,0.4914,0.5457,26714,7262,11319.0,63529.0,-10.86
PANEL_1X2,PANEL,join,bid,all,5,5.6979,6.3503,0.6065,0.6136,29985,9995,170853.0,63471.0,18.25
PANEL_1X2,PANEL,join,bid,imb_buy,5,5.6979,6.3503,0.6065,0.6136,29985,9995,170853.0,63471.0,18.25
UV_VISOR_ORANGE,UV_VISOR,improve,ask,all,5,5.7562,6.3491,0.5919,0.5962,29985,9995,172600.5,63459.5,-18.26
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,improve,ask,spread_high,50,6.7731,7.5119,0.5324,0.549,26276,8432,177969.0,63340.5,-18.48
UV_VISOR_MAGENTA,UV_VISOR,improve,ask,all,5,5.7951,6.3315,0.5875,0.5931,29985,9995,173766.5,63283.0,-18.26
UV_VISOR_MAGENTA,UV_VISOR,improve,ask,all,10,5.5484,6.3334,0.5604,0.5672,29970,9990,166284.5,63271.0,-18.26
MICROCHIP_SQUARE,MICROCHIP,improve,ask,spread_high,5,5.4186,6.5243,0.5396,0.5429,18273,9694,99013.5,63247.0,-5.99
UV_VISOR_MAGENTA,UV_VISOR,improve,ask,all,1,5.9956,6.3223,0.6984,0.7042,29997,9999,179850.0,63217.0,-18.26
SLEEP_POD_COTTON,SLEEP_POD,join,ask,spread_high,10,5.3372,6.5603,0.5521,0.5614,23653,9623,126241.0,63130.0,-10.99
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,all,1,6.0959,6.3125,0.7013,0.7047,29997,9999,182859.0,63119.0,18.25
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,imb_buy,1,6.0959,6.3125,0.7013,0.7047,29997,9999,182859.0,63119.0,18.25
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,all,50,8.3835,6.3417,0.5436,0.5513,29850,9950,250248.5,63100.0,18.25
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,imb_buy,50,8.3835,6.3417,0.5436,0.5513,29850,9950,250248.5,63100.0,18.25
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,join,bid,spread_low,100,4.8935,6.3672,0.526,0.5257,28766,9900,140766.5,63035.0,18.24
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,join,bid,all,100,4.0126,6.3672,0.5287,0.5257,29700,9900,119173.0,63035.0,18.25
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,join,bid,imb_buy,100,4.0126,6.3672,0.5287,0.5257,29700,9900,119173.0,63035.0,18.25
SNACKPACK_PISTACHIO,SNACKPACK,improve,ask,spread_high,5,7.3106,7.2491,0.7249,0.722,27775,8695,203053.0,63031.0,-29.93
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,all,5,6.2961,6.3034,0.5969,0.5957,29985,9995,188788.5,63002.0,18.25
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,imb_buy,5,6.2961,6.3034,0.5969,0.5957,29985,9995,188788.5,63002.0,18.25
UV_VISOR_ORANGE,UV_VISOR,improve,ask,spread_high,10,6.1568,6.7723,0.5665,0.5669,26771,9301,164823.0,62989.5,-18.51
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,spread_low,10,6.7659,6.6499,0.651,0.6529,23135,9467,156529.5,62954.5,29.34
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,all,10,6.5426,6.3014,0.5682,0.5592,29970,9990,196080.5,62951.0,18.25
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,imb_buy,10,6.5426,6.3014,0.5682,0.5592,29970,9990,196080.5,62951.0,18.25
MICROCHIP_CIRCLE,MICROCHIP,improve,bid,spread_low,50,4.4201,13.7005,0.5289,0.5697,19541,4594,86373.5,62940.0,6.41
SNACKPACK_RASPBERRY,SNACKPACK,improve,ask,all,50,6.968,6.3234,0.5568,0.5401,29850,9950,207993.5,62918.0,-29.5
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,join,ask,all,1,6.0686,6.2877,0.7173,0.7286,29997,9999,182041.0,62870.5,-18.26
SNACKPACK_PISTACHIO,SNACKPACK,join,bid,all,50,6.5231,6.3185,0.5765,0.5639,29850,9950,194715.0,62869.0,29.49
SNACKPACK_PISTACHIO,SNACKPACK,join,bid,imb_buy,50,6.5231,6.3185,0.5765,0.5639,29850,9950,194715.0,62869.0,29.49
PEBBLES_M,PEBBLES,improve,ask,spread_high,10,6.0824,6.4779,0.551,0.5524,23522,9702,143071.0,62849.0,-12.5
UV_VISOR_RED,UV_VISOR,improve,ask,spread_high,1,6.2783,6.5019,0.7035,0.7049,24592,9649,154395.0,62737.0,-18.49
UV_VISOR_MAGENTA,UV_VISOR,improve,ask,all,50,3.7055,6.2939,0.5162,0.5101,29850,9950,110609.5,62624.0,-18.26
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,improve,ask,all,5,5.6673,6.2577,0.5904,0.5943,29985,9995,169935.0,62546.0,-18.26
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,join,ask,spread_high,1,7.1307,7.1369,0.7341,0.7308,15177,8745,108222.0,62412.5,-18.49
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,spread_high,1,6.3306,6.4682,0.7056,0.7104,23784,9649,150566.0,62411.5,18.49
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,spread_high,5,6.4534,6.4654,0.5982,0.5979,23772,9645,153409.5,62358.5,18.49
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,join,bid,all,5,6.3283,6.2311,0.6102,0.6066,29985,9995,189753.0,62280.0,18.25
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,join,bid,imb_buy,5,6.3283,6.2311,0.6102,0.6066,29985,9995,189753.0,62280.0,18.25
UV_VISOR_MAGENTA,UV_VISOR,improve,ask,spread_high,10,6.0165,6.4494,0.5647,0.5675,23757,9640,142935.0,62172.5,-18.49
UV_VISOR_MAGENTA,UV_VISOR,improve,bid,spread_high,10,6.617,6.4455,0.5683,0.5616,23757,9640,157200.0,62134.5,18.49
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,join,bid,spread_high,1,7.0332,7.1043,0.7336,0.7315,15177,8745,106743.0,62127.5,18.49
UV_VISOR_AMBER,UV_VISOR,join,ask,all,100,13.9965,6.2727,0.5679,0.5284,29700,9900,415696.0,62100.0,-18.27
UV_VISOR_AMBER,UV_VISOR,join,ask,spread_low,100,7.4976,6.2727,0.542,0.5284,17691,9900,132639.5,62100.0,-18.09
PEBBLES_M,PEBBLES,improve,ask,all,10,5.3293,6.2135,0.5452,0.5498,29970,9990,159718.5,62073.0,-12.4
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,improve,ask,spread_high,5,6.0149,6.4303,0.5941,0.5966,25279,9645,152049.5,62020.5,-18.47
PEBBLES_XL,PEBBLES,improve,ask,all,5,6.2811,6.2043,0.5368,0.5368,29985,9995,188339.0,62012.0,-12.4
UV_VISOR_MAGENTA,UV_VISOR,improve,ask,spread_high,5,6.1802,6.4294,0.5914,0.595,23772,9645,146915.5,62011.5,-18.49
UV_VISOR_MAGENTA,UV_VISOR,improve,ask,spread_high,1,6.3031,6.4265,0.7041,0.7079,23784,9649,149913.0,62009.5,-18.49
SNACKPACK_RASPBERRY,SNACKPACK,improve,bid,spread_low,5,7.4772,7.4875,0.6603,0.6611,24548,8276,183550.0,61966.5,29.4
