lead,lag,lead_category,lag_category,same_category,lookback,horizon,ic,abs_ic,full_proxy,portal_proxy,count,portal_count
PEBBLES_M,UV_VISOR_ORANGE,PEBBLES,UV_VISOR,False,200,50,0.07313,0.07313,115148.5,63466.0,29250,9750
UV_VISOR_AMBER,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR,GALAXY_SOUNDS,False,100,50,0.03089,0.03089,71548.5,63459.0,29550,9850
ROBOT_IRONING,SLEEP_POD_NYLON,ROBOT,SLEEP_POD,False,50,50,-0.00737,0.00737,-3683.0,63418.5,29700,9900
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X2,GALAXY_SOUNDS,PANEL,False,200,50,0.07627,0.07627,179104.0,63413.5,29250,9750
PANEL_1X2,GALAXY_SOUNDS_SOLAR_WINDS,PANEL,GALAXY_SOUNDS,False,50,50,0.06811,0.06811,136961.5,63253.0,29700,9900
ROBOT_VACUUMING,ROBOT_LAUNDRY,ROBOT,ROBOT,True,100,50,-0.02909,0.02909,-27182.0,63186.0,29550,9850
SLEEP_POD_COTTON,UV_VISOR_YELLOW,SLEEP_POD,UV_VISOR,False,100,50,0.00982,0.00982,38266.0,63176.5,29550,9850
SNACKPACK_PISTACHIO,SLEEP_POD_POLYESTER,SNACKPACK,SLEEP_POD,False,50,50,0.05051,0.05051,70979.5,63066.0,29700,9900
TRANSLATOR_ASTRO_BLACK,PEBBLES_M,TRANSLATOR,PEBBLES,False,100,50,0.00643,0.00643,25323.0,63024.0,29550,9850
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,GALAXY_SOUNDS,SLEEP_POD,False,200,50,0.13667,0.13667,242702.0,62994.5,29250,9750
UV_VISOR_MAGENTA,ROBOT_DISHES,UV_VISOR,ROBOT,False,100,50,-0.01701,0.01701,-10099.5,62981.0,29550,9850
UV_VISOR_ORANGE,TRANSLATOR_GRAPHITE_MIST,UV_VISOR,TRANSLATOR,False,200,50,0.07275,0.07275,157923.5,62968.5,29250,9750
GALAXY_SOUNDS_BLACK_HOLES,PANEL_2X2,GALAXY_SOUNDS,PANEL,False,100,50,-0.06138,0.06138,-121204.5,62962.5,29550,9850
TRANSLATOR_ECLIPSE_CHARCOAL,PEBBLES_M,TRANSLATOR,PEBBLES,False,100,50,0.03579,0.03579,152248.0,62880.5,29550,9850
SNACKPACK_PISTACHIO,TRANSLATOR_GRAPHITE_MIST,SNACKPACK,TRANSLATOR,False,50,50,0.05602,0.05602,78347.0,62771.5,29700,9900
OXYGEN_SHAKE_GARLIC,SLEEP_POD_COTTON,OXYGEN_SHAKE,SLEEP_POD,False,100,50,0.0967,0.0967,282509.5,62761.0,29550,9850
MICROCHIP_OVAL,SLEEP_POD_LAMB_WOOL,MICROCHIP,SLEEP_POD,False,50,50,0.00866,0.00866,44386.0,62647.5,29700,9900
TRANSLATOR_VOID_BLUE,UV_VISOR_RED,TRANSLATOR,UV_VISOR,False,100,50,0.01469,0.01469,24675.5,62634.0,29550,9850
TRANSLATOR_VOID_BLUE,UV_VISOR_MAGENTA,TRANSLATOR,UV_VISOR,False,50,50,0.03987,0.03987,75186.0,62576.0,29700,9900
ROBOT_DISHES,PEBBLES_M,ROBOT,PEBBLES,False,50,50,0.00833,0.00833,-6306.5,62567.0,29700,9900
SLEEP_POD_COTTON,PANEL_4X4,SLEEP_POD,PANEL,False,200,50,0.0479,0.0479,65775.0,62544.0,29250,9750
PEBBLES_M,SNACKPACK_RASPBERRY,PEBBLES,SNACKPACK,False,100,50,0.09916,0.09916,146890.0,62452.5,29550,9850
SLEEP_POD_NYLON,SLEEP_POD_COTTON,SLEEP_POD,SLEEP_POD,True,50,50,-0.01948,0.01948,-113048.5,62450.0,29700,9900
PANEL_1X4,SLEEP_POD_NYLON,PANEL,SLEEP_POD,False,100,50,0.07018,0.07018,157233.5,62384.5,29550,9850
UV_VISOR_RED,GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR,GALAXY_SOUNDS,False,50,50,0.06311,0.06311,126146.5,62351.5,29700,9900
OXYGEN_SHAKE_MINT,UV_VISOR_RED,OXYGEN_SHAKE,UV_VISOR,False,10,50,0.00782,0.00782,31642.5,62329.0,29820,9940
SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,SNACKPACK,TRANSLATOR,False,50,50,0.06529,0.06529,102015.5,62297.5,29700,9900
MICROCHIP_CIRCLE,OXYGEN_SHAKE_GARLIC,MICROCHIP,OXYGEN_SHAKE,False,50,50,-0.00025,0.00025,-55523.5,62297.5,29700,9900
MICROCHIP_TRIANGLE,TRANSLATOR_VOID_BLUE,MICROCHIP,TRANSLATOR,False,100,50,0.0071,0.0071,-1692.0,62257.5,29550,9850
PANEL_4X4,UV_VISOR_MAGENTA,PANEL,UV_VISOR,False,100,50,0.02852,0.02852,120958.0,62244.5,29550,9850
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS,TRANSLATOR,False,100,50,0.02534,0.02534,80815.5,62006.0,29550,9850
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_RECTANGLE,GALAXY_SOUNDS,MICROCHIP,False,100,50,0.02599,0.02599,13716.5,61995.5,29550,9850
SNACKPACK_PISTACHIO,PEBBLES_XL,SNACKPACK,PEBBLES,False,100,50,-0.03254,0.03254,-287422.0,61943.5,29550,9850
SNACKPACK_STRAWBERRY,OXYGEN_SHAKE_CHOCOLATE,SNACKPACK,OXYGEN_SHAKE,False,200,50,-0.00698,0.00698,35201.5,61924.0,29250,9750
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_CHOCOLATE,MICROCHIP,OXYGEN_SHAKE,False,50,50,0.04787,0.04787,59675.5,61894.0,29700,9900
PEBBLES_L,GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES,GALAXY_SOUNDS,False,100,50,0.07769,0.07769,204847.0,61862.5,29550,9850
MICROCHIP_TRIANGLE,SLEEP_POD_NYLON,MICROCHIP,SLEEP_POD,False,200,50,-0.00802,0.00802,77468.0,61754.0,29250,9750
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_M,GALAXY_SOUNDS,PEBBLES,False,50,50,-0.03213,0.03213,-86849.0,61750.5,29700,9900
MICROCHIP_SQUARE,OXYGEN_SHAKE_GARLIC,MICROCHIP,OXYGEN_SHAKE,False,50,50,0.05794,0.05794,125286.0,61510.0,29700,9900
GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_COTTON,GALAXY_SOUNDS,SLEEP_POD,False,50,50,0.09803,0.09803,240411.0,61499.5,29700,9900
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS,OXYGEN_SHAKE,False,200,50,0.01935,0.01935,135540.0,61424.5,29250,9750
SLEEP_POD_LAMB_WOOL,TRANSLATOR_GRAPHITE_MIST,SLEEP_POD,TRANSLATOR,False,200,50,0.05701,0.05701,119602.0,61421.5,29250,9750
OXYGEN_SHAKE_CHOCOLATE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE,MICROCHIP,False,200,50,0.06122,0.06122,135559.5,61375.5,29250,9750
SLEEP_POD_NYLON,GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD,GALAXY_SOUNDS,False,200,50,0.06502,0.06502,47002.0,61275.5,29250,9750
UV_VISOR_YELLOW,ROBOT_IRONING,UV_VISOR,ROBOT,False,100,50,-0.04675,0.04675,-48226.0,61220.5,29550,9850
ROBOT_IRONING,PANEL_1X4,ROBOT,PANEL,False,200,50,0.04222,0.04222,74574.5,61198.5,29250,9750
UV_VISOR_RED,PEBBLES_XL,UV_VISOR,PEBBLES,False,100,50,0.00246,0.00246,58355.0,61069.5,29550,9850
SNACKPACK_RASPBERRY,PEBBLES_S,SNACKPACK,PEBBLES,False,100,50,-0.00108,0.00108,-2586.5,61038.5,29550,9850
TRANSLATOR_GRAPHITE_MIST,UV_VISOR_MAGENTA,TRANSLATOR,UV_VISOR,False,100,50,0.04318,0.04318,52692.5,60989.0,29550,9850
PANEL_2X2,OXYGEN_SHAKE_MINT,PANEL,OXYGEN_SHAKE,False,200,50,0.02456,0.02456,55151.5,60984.0,29250,9750
PEBBLES_S,PANEL_1X2,PEBBLES,PANEL,False,50,50,0.05363,0.05363,92903.5,60930.0,29700,9900
SNACKPACK_STRAWBERRY,SLEEP_POD_SUEDE,SNACKPACK,SLEEP_POD,False,100,50,-0.01297,0.01297,-2899.5,60915.5,29550,9850
SLEEP_POD_LAMB_WOOL,ROBOT_LAUNDRY,SLEEP_POD,ROBOT,False,200,50,0.03311,0.03311,-25589.5,60782.0,29250,9750
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X2,GALAXY_SOUNDS,PANEL,False,200,50,-0.0157,0.0157,26671.0,60693.5,29250,9750
PEBBLES_S,OXYGEN_SHAKE_MINT,PEBBLES,OXYGEN_SHAKE,False,50,50,0.06195,0.06195,80563.0,60682.5,29700,9900
SNACKPACK_PISTACHIO,UV_VISOR_RED,SNACKPACK,UV_VISOR,False,100,50,0.01526,0.01526,50213.0,60677.0,29550,9850
SNACKPACK_RASPBERRY,ROBOT_MOPPING,SNACKPACK,ROBOT,False,100,50,0.01608,0.01608,3089.5,60623.0,29550,9850
UV_VISOR_RED,OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR,OXYGEN_SHAKE,False,100,50,0.01893,0.01893,-9847.0,60565.0,29550,9850
PANEL_2X2,TRANSLATOR_SPACE_GRAY,PANEL,TRANSLATOR,False,100,50,0.04883,0.04883,56063.0,60456.5,29550,9850
UV_VISOR_YELLOW,TRANSLATOR_ASTRO_BLACK,UV_VISOR,TRANSLATOR,False,200,50,0.04845,0.04845,112148.0,60361.0,29250,9750
SNACKPACK_STRAWBERRY,PEBBLES_XL,SNACKPACK,PEBBLES,False,10,50,-0.03785,0.03785,-192557.0,60346.0,29820,9940
PANEL_2X4,PEBBLES_S,PANEL,PEBBLES,False,50,50,0.04356,0.04356,128015.0,60306.5,29700,9900
PANEL_1X2,PEBBLES_XL,PANEL,PEBBLES,False,100,50,-0.00977,0.00977,-12967.0,60252.0,29550,9850
MICROCHIP_RECTANGLE,PANEL_2X2,MICROCHIP,PANEL,False,200,50,0.00716,0.00716,4601.5,60222.0,29250,9750
TRANSLATOR_SPACE_GRAY,OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR,OXYGEN_SHAKE,False,200,50,-0.03593,0.03593,-40846.5,60208.0,29250,9750
SNACKPACK_CHOCOLATE,MICROCHIP_SQUARE,SNACKPACK,MICROCHIP,False,200,50,-0.02981,0.02981,57355.0,60199.5,29250,9750
OXYGEN_SHAKE_CHOCOLATE,PANEL_2X2,OXYGEN_SHAKE,PANEL,False,100,50,0.04649,0.04649,76025.5,60067.0,29550,9850
ROBOT_IRONING,SLEEP_POD_COTTON,ROBOT,SLEEP_POD,False,100,50,-0.00237,0.00237,56791.5,60051.0,29550,9850
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS,OXYGEN_SHAKE,False,50,50,0.03954,0.03954,66451.5,60028.5,29700,9900
MICROCHIP_OVAL,SNACKPACK_STRAWBERRY,MICROCHIP,SNACKPACK,False,100,50,0.04498,0.04498,53782.0,59941.5,29550,9850
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_AMBER,TRANSLATOR,UV_VISOR,False,100,50,0.07375,0.07375,135227.0,59919.5,29550,9850
MICROCHIP_TRIANGLE,SLEEP_POD_POLYESTER,MICROCHIP,SLEEP_POD,False,50,50,-0.02164,0.02164,-17473.5,59912.0,29700,9900
TRANSLATOR_VOID_BLUE,SLEEP_POD_COTTON,TRANSLATOR,SLEEP_POD,False,50,50,0.04243,0.04243,71346.5,59882.5,29700,9900
UV_VISOR_YELLOW,MICROCHIP_SQUARE,UV_VISOR,MICROCHIP,False,10,50,-0.0118,0.0118,-33732.0,59851.5,29820,9940
MICROCHIP_RECTANGLE,UV_VISOR_RED,MICROCHIP,UV_VISOR,False,10,50,0.02836,0.02836,63643.5,59819.0,29820,9940
OXYGEN_SHAKE_MINT,PEBBLES_M,OXYGEN_SHAKE,PEBBLES,False,100,50,0.04784,0.04784,124965.0,59749.5,29550,9850
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS,TRANSLATOR,False,200,50,0.01723,0.01723,14386.0,59724.0,29250,9750
PEBBLES_M,UV_VISOR_AMBER,PEBBLES,UV_VISOR,False,200,50,0.03786,0.03786,59985.5,59715.5,29250,9750
ROBOT_VACUUMING,GALAXY_SOUNDS_DARK_MATTER,ROBOT,GALAXY_SOUNDS,False,200,50,0.02541,0.02541,72976.0,59689.5,29250,9750
MICROCHIP_CIRCLE,PEBBLES_XL,MICROCHIP,PEBBLES,False,1,50,0.01281,0.01281,92914.0,59411.5,29847,9949
SLEEP_POD_SUEDE,UV_VISOR_ORANGE,SLEEP_POD,UV_VISOR,False,50,50,0.03529,0.03529,101042.5,59408.5,29700,9900
PANEL_2X2,SLEEP_POD_LAMB_WOOL,PANEL,SLEEP_POD,False,100,50,0.01646,0.01646,30914.0,59361.0,29550,9850
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,TRANSLATOR,True,100,50,0.02055,0.02055,37061.0,59258.0,29550,9850
ROBOT_IRONING,UV_VISOR_RED,ROBOT,UV_VISOR,False,100,50,-0.00222,0.00222,-15696.0,59173.0,29550,9850
UV_VISOR_YELLOW,MICROCHIP_OVAL,UV_VISOR,MICROCHIP,False,100,50,0.0022,0.0022,34139.0,59115.5,29550,9850
PANEL_1X4,GALAXY_SOUNDS_BLACK_HOLES,PANEL,GALAXY_SOUNDS,False,50,50,-0.01408,0.01408,-8904.0,59091.5,29700,9900
OXYGEN_SHAKE_MINT,SNACKPACK_RASPBERRY,OXYGEN_SHAKE,SNACKPACK,False,100,50,0.04,0.04,123967.0,59013.5,29550,9850
SLEEP_POD_COTTON,MICROCHIP_TRIANGLE,SLEEP_POD,MICROCHIP,False,200,50,0.03419,0.03419,-8080.0,58994.0,29250,9750
MICROCHIP_OVAL,PEBBLES_XS,MICROCHIP,PEBBLES,False,10,50,0.04646,0.04646,136966.0,58977.5,29820,9940
UV_VISOR_ORANGE,TRANSLATOR_VOID_BLUE,UV_VISOR,TRANSLATOR,False,200,50,0.05887,0.05887,117572.0,58967.5,29250,9750
ROBOT_MOPPING,PANEL_2X4,ROBOT,PANEL,False,100,50,0.08176,0.08176,160647.0,58941.0,29550,9850
MICROCHIP_SQUARE,PANEL_2X2,MICROCHIP,PANEL,False,50,50,0.00973,0.00973,21491.0,58927.0,29700,9900
OXYGEN_SHAKE_EVENING_BREATH,PANEL_1X2,OXYGEN_SHAKE,PANEL,False,100,50,0.02049,0.02049,21056.0,58919.0,29550,9850
MICROCHIP_OVAL,UV_VISOR_MAGENTA,MICROCHIP,UV_VISOR,False,50,50,0.02191,0.02191,42177.5,58870.0,29700,9900
MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,MICROCHIP,MICROCHIP,True,200,50,-0.00824,0.00824,66177.0,58861.5,29250,9750
MICROCHIP_OVAL,TRANSLATOR_GRAPHITE_MIST,MICROCHIP,TRANSLATOR,False,50,50,0.00784,0.00784,36994.5,58828.5,29700,9900
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_NYLON,GALAXY_SOUNDS,SLEEP_POD,False,50,50,0.04829,0.04829,81111.5,58755.0,29700,9900
PANEL_4X4,TRANSLATOR_GRAPHITE_MIST,PANEL,TRANSLATOR,False,100,50,0.02279,0.02279,41697.5,58752.0,29550,9850
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE,GALAXY_SOUNDS,False,200,50,-0.01085,0.01085,-3477.5,58727.5,29250,9750
PANEL_2X2,GALAXY_SOUNDS_SOLAR_WINDS,PANEL,GALAXY_SOUNDS,False,200,50,-0.0085,0.0085,50848.0,58660.0,29250,9750
ROBOT_MOPPING,TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT,TRANSLATOR,False,200,50,0.04447,0.04447,77731.0,58650.5,29250,9750
UV_VISOR_RED,GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR,GALAXY_SOUNDS,False,100,50,0.0455,0.0455,92152.5,58633.5,29550,9850
SLEEP_POD_COTTON,UV_VISOR_RED,SLEEP_POD,UV_VISOR,False,200,50,0.02004,0.02004,91663.5,58543.5,29250,9750
SNACKPACK_CHOCOLATE,OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK,OXYGEN_SHAKE,False,200,50,0.00651,0.00651,69661.5,58528.5,29250,9750
MICROCHIP_OVAL,TRANSLATOR_GRAPHITE_MIST,MICROCHIP,TRANSLATOR,False,100,50,-0.00497,0.00497,33623.5,58434.0,29550,9850
MICROCHIP_SQUARE,PANEL_2X2,MICROCHIP,PANEL,False,200,50,-0.00666,0.00666,-19572.0,58418.0,29250,9750
TRANSLATOR_GRAPHITE_MIST,PEBBLES_S,TRANSLATOR,PEBBLES,False,50,50,-0.006,0.006,-12222.5,58369.0,29700,9900
PEBBLES_XL,GALAXY_SOUNDS_BLACK_HOLES,PEBBLES,GALAXY_SOUNDS,False,50,50,0.02006,0.02006,74346.0,58323.0,29700,9900
SLEEP_POD_NYLON,PEBBLES_L,SLEEP_POD,PEBBLES,False,200,50,0.05573,0.05573,65018.5,58297.5,29250,9750
PANEL_4X4,UV_VISOR_YELLOW,PANEL,UV_VISOR,False,200,50,0.01636,0.01636,81755.5,58261.5,29250,9750
UV_VISOR_ORANGE,PEBBLES_XL,UV_VISOR,PEBBLES,False,5,50,0.00297,0.00297,15473.0,58239.0,29835,9945
OXYGEN_SHAKE_EVENING_BREATH,PEBBLES_XS,OXYGEN_SHAKE,PEBBLES,False,10,50,0.05194,0.05194,125395.0,58220.5,29820,9940
SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,SNACKPACK,SLEEP_POD,False,50,50,0.06785,0.06785,85699.0,58166.5,29700,9900
SNACKPACK_RASPBERRY,PANEL_1X2,SNACKPACK,PANEL,False,100,50,0.01789,0.01789,19011.0,58107.0,29550,9850
PEBBLES_XS,PANEL_1X2,PEBBLES,PANEL,False,50,50,0.02687,0.02687,48001.0,58050.5,29700,9900
SNACKPACK_CHOCOLATE,PEBBLES_XL,SNACKPACK,PEBBLES,False,100,50,-0.02946,0.02946,-136144.0,57924.5,29550,9850
ROBOT_MOPPING,PEBBLES_XL,ROBOT,PEBBLES,False,5,50,-0.009,0.009,-25788.0,57894.5,29835,9945
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_NYLON,GALAXY_SOUNDS,SLEEP_POD,False,100,50,0.0552,0.0552,98674.5,57867.0,29550,9850
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MINT,GALAXY_SOUNDS,OXYGEN_SHAKE,False,50,50,0.03471,0.03471,30592.0,57766.5,29700,9900
MICROCHIP_SQUARE,GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP,GALAXY_SOUNDS,False,50,50,0.09529,0.09529,142325.0,57652.0,29700,9900
UV_VISOR_AMBER,PEBBLES_XL,UV_VISOR,PEBBLES,False,5,50,0.01619,0.01619,60039.0,57647.5,29835,9945
SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,SLEEP_POD,SLEEP_POD,True,50,50,0.00166,0.00166,40998.0,57509.0,29700,9900
OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE,GALAXY_SOUNDS,False,50,50,0.02833,0.02833,111374.5,57500.5,29700,9900
PANEL_2X2,GALAXY_SOUNDS_DARK_MATTER,PANEL,GALAXY_SOUNDS,False,100,50,0.00415,0.00415,49886.0,57445.5,29550,9850
SNACKPACK_PISTACHIO,PANEL_4X4,SNACKPACK,PANEL,False,50,50,0.00387,0.00387,9451.0,57440.0,29700,9900
PEBBLES_L,GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES,GALAXY_SOUNDS,False,200,50,-0.0061,0.0061,20475.0,57433.5,29250,9750
UV_VISOR_YELLOW,GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR,GALAXY_SOUNDS,False,200,50,-0.0206,0.0206,15881.5,57422.5,29250,9750
ROBOT_LAUNDRY,OXYGEN_SHAKE_EVENING_BREATH,ROBOT,OXYGEN_SHAKE,False,100,50,0.10145,0.10145,105834.0,57331.0,29550,9850
PANEL_1X4,PANEL_2X4,PANEL,PANEL,True,100,50,-0.00048,0.00048,40308.0,57319.0,29550,9850
TRANSLATOR_SPACE_GRAY,PEBBLES_S,TRANSLATOR,PEBBLES,False,100,50,0.00113,0.00113,59340.0,57306.0,29550,9850
TRANSLATOR_ASTRO_BLACK,PEBBLES_L,TRANSLATOR,PEBBLES,False,5,50,0.02904,0.02904,77798.0,57243.0,29835,9945
PEBBLES_S,GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES,GALAXY_SOUNDS,False,50,50,0.05335,0.05335,129520.0,57236.5,29700,9900
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_TRIANGLE,GALAXY_SOUNDS,MICROCHIP,False,200,50,-0.04672,0.04672,-175524.0,57223.5,29250,9750
ROBOT_LAUNDRY,MICROCHIP_RECTANGLE,ROBOT,MICROCHIP,False,50,50,0.00207,0.00207,-7871.5,57221.5,29700,9900
SLEEP_POD_NYLON,ROBOT_MOPPING,SLEEP_POD,ROBOT,False,50,50,-0.04257,0.04257,-39440.5,57182.0,29700,9900
PANEL_4X4,PEBBLES_S,PANEL,PEBBLES,False,200,50,-0.02386,0.02386,34530.0,57179.0,29250,9750
TRANSLATOR_VOID_BLUE,ROBOT_IRONING,TRANSLATOR,ROBOT,False,200,50,0.06589,0.06589,84172.0,57108.0,29250,9750
MICROCHIP_RECTANGLE,PEBBLES_XS,MICROCHIP,PEBBLES,False,200,50,0.04581,0.04581,136615.5,57084.5,29250,9750
OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE,GALAXY_SOUNDS,False,50,50,0.01284,0.01284,442.0,57039.0,29700,9900
SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD,SLEEP_POD,True,100,50,0.03309,0.03309,16885.0,57030.5,29550,9850
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,OXYGEN_SHAKE,True,50,50,0.04951,0.04951,62412.5,56946.0,29700,9900
PEBBLES_L,ROBOT_LAUNDRY,PEBBLES,ROBOT,False,100,50,0.04064,0.04064,37946.0,56897.0,29550,9850
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,SLEEP_POD,SLEEP_POD,True,200,50,0.08925,0.08925,292172.5,56877.5,29250,9750
PANEL_2X2,MICROCHIP_CIRCLE,PANEL,MICROCHIP,False,200,50,-0.01224,0.01224,-32110.5,56865.0,29250,9750
TRANSLATOR_SPACE_GRAY,OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR,OXYGEN_SHAKE,False,50,50,0.00921,0.00921,27990.5,56862.5,29700,9900
UV_VISOR_AMBER,ROBOT_LAUNDRY,UV_VISOR,ROBOT,False,50,50,0.00233,0.00233,18785.5,56834.0,29700,9900
PEBBLES_XL,OXYGEN_SHAKE_GARLIC,PEBBLES,OXYGEN_SHAKE,False,10,50,0.02684,0.02684,58483.0,56822.0,29820,9940
MICROCHIP_OVAL,TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP,TRANSLATOR,False,200,50,0.03322,0.03322,108528.0,56821.5,29250,9750
PANEL_1X2,PEBBLES_S,PANEL,PEBBLES,False,10,50,0.00489,0.00489,-10284.0,56821.0,29820,9940
UV_VISOR_AMBER,MICROCHIP_SQUARE,UV_VISOR,MICROCHIP,False,200,50,-0.0374,0.0374,14165.5,56808.5,29250,9750
PEBBLES_XS,PEBBLES_S,PEBBLES,PEBBLES,True,50,50,-0.01323,0.01323,-42217.0,56788.5,29700,9900
MICROCHIP_CIRCLE,PANEL_1X2,MICROCHIP,PANEL,False,50,50,0.07807,0.07807,118843.5,56756.0,29700,9900
OXYGEN_SHAKE_GARLIC,UV_VISOR_RED,OXYGEN_SHAKE,UV_VISOR,False,50,50,0.01157,0.01157,-29030.0,56503.0,29700,9900
MICROCHIP_TRIANGLE,GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP,GALAXY_SOUNDS,False,100,50,0.03063,0.03063,114068.5,56497.0,29550,9850
OXYGEN_SHAKE_MINT,SLEEP_POD_NYLON,OXYGEN_SHAKE,SLEEP_POD,False,100,50,0.0431,0.0431,65283.0,56452.5,29550,9850
ROBOT_MOPPING,OXYGEN_SHAKE_GARLIC,ROBOT,OXYGEN_SHAKE,False,200,50,0.02422,0.02422,36071.5,56446.5,29250,9750
PANEL_4X4,SLEEP_POD_POLYESTER,PANEL,SLEEP_POD,False,200,50,0.0216,0.0216,51008.5,56426.0,29250,9750
MICROCHIP_CIRCLE,ROBOT_VACUUMING,MICROCHIP,ROBOT,False,100,50,0.04759,0.04759,99232.0,56401.5,29550,9850
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_4X4,GALAXY_SOUNDS,PANEL,False,100,50,-0.00137,0.00137,-29777.5,56378.5,29550,9850
PEBBLES_XS,OXYGEN_SHAKE_MINT,PEBBLES,OXYGEN_SHAKE,False,200,50,0.05233,0.05233,148892.5,56273.5,29250,9750
SLEEP_POD_LAMB_WOOL,PEBBLES_L,SLEEP_POD,PEBBLES,False,100,50,-0.01634,0.01634,-26341.5,56189.0,29550,9850
SNACKPACK_PISTACHIO,MICROCHIP_TRIANGLE,SNACKPACK,MICROCHIP,False,50,50,0.05576,0.05576,151599.0,56176.0,29700,9900
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_ORANGE,GALAXY_SOUNDS,UV_VISOR,False,200,50,0.03563,0.03563,78407.5,56160.5,29250,9750
ROBOT_MOPPING,SLEEP_POD_COTTON,ROBOT,SLEEP_POD,False,200,50,0.05758,0.05758,80778.0,56158.0,29250,9750
UV_VISOR_RED,PANEL_4X4,UV_VISOR,PANEL,False,50,50,0.04619,0.04619,66387.5,56154.5,29700,9900
ROBOT_LAUNDRY,OXYGEN_SHAKE_EVENING_BREATH,ROBOT,OXYGEN_SHAKE,False,50,50,0.06495,0.06495,95481.0,56124.0,29700,9900
ROBOT_MOPPING,PANEL_2X2,ROBOT,PANEL,False,200,50,0.00665,0.00665,26811.0,56064.5,29250,9750
PANEL_1X4,GALAXY_SOUNDS_DARK_MATTER,PANEL,GALAXY_SOUNDS,False,100,50,0.05588,0.05588,122355.5,56041.5,29550,9850
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_XS,OXYGEN_SHAKE,PEBBLES,False,50,50,0.02329,0.02329,108362.5,56032.5,29700,9900
OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE,GALAXY_SOUNDS,False,100,50,-0.01796,0.01796,27963.0,55796.5,29550,9850
TRANSLATOR_GRAPHITE_MIST,OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR,OXYGEN_SHAKE,False,50,50,0.04542,0.04542,85546.0,55766.0,29700,9900
SNACKPACK_STRAWBERRY,MICROCHIP_TRIANGLE,SNACKPACK,MICROCHIP,False,200,50,0.02163,0.02163,63920.0,55746.0,29250,9750
OXYGEN_SHAKE_MINT,MICROCHIP_SQUARE,OXYGEN_SHAKE,MICROCHIP,False,100,50,0.02252,0.02252,93046.5,55717.5,29550,9850
