product,category,scope_full,signal_family_full,model_type_full,horizon_full,passive_proxy_pnl_full,taker_proxy_pnl_full,signal_corr_full,positive_days_full,day_count_full,positive_blocks_full,block_count_full,bidirectional_full,best_execution_full,scope_portal,signal_family_portal,model_type_portal,horizon_portal,passive_proxy_pnl_portal,taker_proxy_pnl_portal,signal_corr_portal,positive_days_portal,day_count_portal,positive_blocks_portal,block_count_portal,bidirectional_portal,best_execution_portal,full_oracle_h1,full_oracle_h10,full_oracle_h50,full_oracle_h100,portal_oracle_h1,portal_oracle_h10,portal_oracle_h50,portal_oracle_h100,best_candidate_pnl_full,best_candidate_pnl_portal,worst_candidate_pnl_full,worst_candidate_pnl_portal,mean_spread,median_spread,mean_top_depth,rows,days,oracle_to_executable_capture_ratio,best_portal_proxy,best_full_proxy,classification,strategy_role,classification_reason,targeted_probe_portal_pnl,standalone_tradable,basket_only,signal_anchor_only,exclude,largest_gap,kevin_xeeshan_agree,end_window_liquidation_risk,inventory_path_risk
PANEL_2X2,PANEL,full,breakout_high,breakout,500,4253500.25,4101444.15,0.17655384304541627,3,3,7,22,0,passive,portal,breakout_low_reversal,breakout,500,291775.75,201907.29999999996,0.870820358133025,1,1,3,3,0,passive,1241520.0,5917775.0,14855180.0,21094740.0,39715.0,164375.0,381875.0,569700.0,0.0,0.0,0.0,0.0,8.515466666666667,9.0,11.8622,30000,3,7.346739267279365,291775.75,4253500.25,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,39715.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
PANEL_1X4,PANEL,full,breakout_high,breakout,500,3563213.5,2014383.5,0.11798199351321931,1,3,5,18,0,passive,portal,breakout_low_reversal,breakout,500,316780.25,233408.95,0.48826158610592474,1,1,3,3,0,passive,1221990.0,5873975.0,14916600.0,22447480.0,36000.0,153475.0,403950.0,629820.0,0.0,0.0,0.0,0.0,8.376633333333332,8.0,12.156333333333333,30000,3,8.799451388888889,316780.25,3563213.5,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,36000.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
PANEL_2X4,PANEL,full,reversal,statistical/time-series,500,2220678.0,1536469.35,0.10115173166326918,2,3,19,24,1,passive,portal,breakout_low_reversal,breakout,200,294469.75,218895.34999999998,0.4423166061591717,1,1,5,6,0,passive,1480695.0,7042540.0,17497255.0,25724075.0,49500.0,208775.0,585680.0,848320.0,0.0,1996.5,-17806.5,0.0,9.8405,10.0,10.868533333333334,30000,3,5.948883838383838,294469.75,2220678.0,conditional_edge,regime-only,portal/integration PnL is positive but full-history attribution is weak or negative; treat as portal-fragile and gate hard.,,False,False,False,False,47503.5,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
PANEL_4X4,PANEL,full,breakout_high,breakout,500,2254567.5,1400788.05,0.04896471411347049,2,3,10,22,0,passive,portal,momentum,statistical/time-series,50,65101.5,37746.40000000001,0.023231394893763264,1,1,7,9,1,passive,1298140.0,6240350.0,15457275.0,22442285.0,44680.0,214525.0,568570.0,898780.0,0.0,0.0,0.0,0.0,8.750466666666666,9.0,11.314033333333333,30000,3,1.4570613249776185,65101.5,2254567.5,validated_edge,standalone-tradable,targeted portal replay probe is material and full-history replay is positive.,6026.0,True,False,False,False,44680.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,manageable in existing replay,passive queue/inventory trap risk
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,full,momentum,statistical/time-series,500,4703319.75,2721191.8,0.24004844933201552,3,3,16,26,1,passive,portal,breakout_high,breakout,200,218027.25,179386.94999999998,0.4317133244098756,1,1,2,3,0,passive,967115.0,5670765.0,14212395.0,20573190.0,30430.0,178620.0,465950.0,533200.0,0.0,0.0,0.0,0.0,12.7829,13.0,18.253466666666668,30000,3,7.164878409464344,218027.25,4703319.75,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,30430.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,full,vol_norm_reversal,statistical/time-series,500,2140962.5,1224073.1,0.07616988390903029,3,3,16,23,1,passive,portal,breakout_low_reversal,breakout,200,135592.0,123874.49999999999,0.6666832120619003,1,1,2,4,0,passive,1155290.0,5466800.0,13461450.0,19524225.0,37000.0,170490.0,410520.0,568470.0,11596.0,270.0,0.0,0.0,11.860466666666667,12.0,18.253466666666668,30000,3,3.6646486486486487,135592.0,2140962.5,conditional_edge,basket-only,"full-history attribution is positive but portal-window capture is small; preserve only for robustness/diversification, not portal upside.",,False,True,False,False,36730.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,full,reversal,statistical/time-series,500,1823901.0,1552658.0499999998,0.025305946594214604,2,3,14,23,1,passive,portal,breakout_low_reversal,breakout,500,270320.5,189331.7,0.8263843149984509,1,1,3,3,0,passive,945495.0,5752125.0,15383555.0,22879220.0,30820.0,175155.0,470980.0,624810.0,0.0,0.0,0.0,0.0,12.593566666666666,13.0,18.253466666666668,30000,3,8.770944192083062,270320.5,1823901.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,30820.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,full,reversal,statistical/time-series,500,1290717.0,837083.7999999997,0.06428578857833661,3,3,18,29,1,passive,portal,rolling_mean_reversion,statistical/time-series,200,96771.75,75280.29999999996,0.31803767155940077,1,1,4,5,1,passive,1040265.0,5618345.0,14297110.0,20779550.0,26785.0,164155.0,362275.0,503040.0,0.0,0.0,0.0,0.0,12.185466666666667,12.0,18.253466666666668,30000,3,3.6129083442225127,96771.75,1290717.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,26785.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,full,rolling_mean_reversion,statistical/time-series,500,2585056.75,2293847.0,0.18401712152726535,2,3,19,29,1,passive,portal,reversal,statistical/time-series,200,152856.25,101265.7,0.528456721243335,1,1,5,6,1,passive,1164015.0,6992455.0,17739390.0,26240410.0,38830.0,224340.0,646155.0,949480.0,0.0,0.0,0.0,0.0,15.0546,15.0,18.253466666666668,30000,3,3.936550347669328,152856.25,2585056.75,validated_edge,standalone-tradable,targeted portal replay probe is material and full-history replay is positive.,3442.0,True,False,False,False,38830.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,manageable in existing replay,passive queue/inventory trap risk
SNACKPACK_CHOCOLATE,SNACKPACK,full,rolling_mean_reversion,statistical/time-series,500,1320084.0,1034627.6000000001,0.12229242018353174,3,3,20,28,1,passive,portal,rolling_mean_reversion,statistical/time-series,500,132173.0,92953.59999999999,0.901681727532042,1,1,4,4,1,passive,209615.0,2760840.0,8628945.0,12931205.0,7495.0,90340.0,259390.0,497865.0,0.0,0.0,0.0,0.0,16.471166666666665,17.0,29.491933333333332,30000,3,17.634823215476985,132173.0,1320084.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,7495.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
SNACKPACK_VANILLA,SNACKPACK,full,rolling_mean_reversion,statistical/time-series,500,1009103.75,818573.25,0.09471376663392882,2,3,18,28,1,passive,portal,rolling_mean_reversion,statistical/time-series,500,111362.5,74252.9,0.9080319162130803,1,1,4,4,1,passive,190080.0,2701965.0,8590755.0,12966880.0,6535.0,87370.0,245810.0,475770.0,0.0,0.0,0.0,0.0,16.868666666666666,17.0,29.491933333333332,30000,3,17.040933435348126,111362.5,1009103.75,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,6535.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
SNACKPACK_PISTACHIO,SNACKPACK,full,breakout_low_reversal,breakout,500,1403877.0,688125.5500000002,0.06630412601462288,3,3,19,25,0,passive,portal,breakout_low_reversal,breakout,200,132810.25,95964.00000000003,0.5846498273375764,1,1,3,3,0,passive,97445.0,1986505.0,6175220.0,9383940.0,3545.0,68125.0,199100.0,287975.0,0.0,0.0,0.0,0.0,15.925633333333334,16.0,29.491933333333332,30000,3,37.46410437235543,132810.25,1403877.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,3545.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
SNACKPACK_STRAWBERRY,SNACKPACK,full,reversal,statistical/time-series,500,1964427.0,899903.8,0.1433040007723319,3,3,14,25,1,passive,portal,breakout_low_reversal,breakout,200,158260.25,111353.79999999999,0.5573860110225491,1,1,3,3,0,passive,347960.0,3812455.0,10585740.0,15694575.0,11755.0,124205.0,325785.0,444295.0,0.0,0.0,0.0,0.0,17.826466666666665,18.0,29.491933333333332,30000,3,13.463228413441088,158260.25,1964427.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,11755.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
SNACKPACK_RASPBERRY,SNACKPACK,full,reversal,statistical/time-series,500,2485691.25,1538754.1999999997,0.0986315783371686,3,3,18,24,1,passive,portal,breakout_low_reversal,breakout,200,185263.25,130627.44999999998,0.656457011668857,1,1,4,4,0,passive,382960.0,3892210.0,10625815.0,15669050.0,13190.0,132530.0,353745.0,524775.0,0.0,0.0,0.0,0.0,16.842466666666667,17.0,29.491933333333332,30000,3,14.04573540561031,185263.25,2485691.25,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",,False,False,False,True,13190.0,yes for formal candidate/probe replays when available; analytical proxy otherwise,unknown/high if signal is slow,passive queue/inventory trap risk
