target,category,kind,peers,coefs,full_resid_std,portal_resid_std,full_reversion_proxy,portal_reversion_proxy,signal_count,portal_signal_count,day2_proxy,day3_proxy,day4_proxy,stability_min_day
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_L,3|-2,2927.9964,985.44,257361.5,291268.5,7410,6912,0.0,-33907.0,291268.5,-33907.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,UV_VISOR_RED|PEBBLES_L,2|3,2285.9667,1903.8369,397182.5,290862.0,3918,2619,53826.5,52494.0,290862.0,52494.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_M|PEBBLES_XL,-2|3,5237.1097,4949.471,729751.0,290842.5,5026,1674,438908.5,0.0,290842.5,0.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,MICROCHIP_RECTANGLE|PEBBLES_L,-1|-3,1878.9721,2332.8319,471070.5,290270.5,4234,2456,124507.0,56293.0,290270.5,56293.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_XL|UV_VISOR_MAGENTA,1|-2,1395.2614,1644.7155,571765.0,289860.0,4364,2478,78745.0,203160.0,289860.0,78745.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_OVAL|PEBBLES_XL,2|3,3688.9952,3733.4797,689614.0,289749.5,3643,1164,176447.5,223417.0,289749.5,176447.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_S|UV_VISOR_RED,-3|2,3257.7269,1371.703,358063.5,289198.5,6464,5644,68865.0,0.0,289198.5,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,TRANSLATOR_SPACE_GRAY|MICROCHIP_TRIANGLE,-2|3,1899.5151,689.5908,422142.5,289075.5,3987,2326,0.0,133067.0,289075.5,0.0
ROBOT_DISHES,ROBOT,small_int_dev,ROBOT_MOPPING|SLEEP_POD_POLYESTER,3|3,4492.2955,1868.7903,362860.0,289034.0,4258,2505,86690.5,-12864.5,289034.0,-12864.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|PEBBLES_L,1|3,2196.6758,2435.6384,391115.0,288910.0,4927,3368,78915.0,23290.0,288910.0,23290.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_M,1|-3,2423.3037,947.7491,377291.5,288484.5,4957,3191,20065.5,68741.5,288484.5,20065.5
PANEL_4X4,PANEL,small_int_dev,SLEEP_POD_NYLON|SLEEP_POD_POLYESTER,-3|-3,3779.9275,797.6051,288450.0,288450.0,5944,5944,0.0,0.0,288450.0,0.0
PANEL_1X4,PANEL,small_int_dev,PANEL_2X4|PEBBLES_S,-3|-3,1802.8629,1064.0004,433073.5,288174.0,4302,3124,125810.5,19089.0,288174.0,19089.0
PEBBLES_L,PEBBLES,small_int_dev,GALAXY_SOUNDS_DARK_MATTER|ROBOT_MOPPING,-2|-3,2905.7831,1762.668,205927.0,288093.0,5139,2805,0.0,-82166.0,288093.0,-82166.0
ROBOT_MOPPING,ROBOT,small_int_dev,TRANSLATOR_ASTRO_BLACK|PEBBLES_L,2|-3,2708.5704,2105.1933,455055.5,287929.0,5390,2768,90063.0,77063.5,287929.0,77063.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_OVAL|PEBBLES_XL,-3|-2,3283.8346,2109.3082,535796.5,287927.0,4121,1071,33625.0,214244.5,287927.0,33625.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,PEBBLES_M|PEBBLES_L,3|3,2994.8778,2132.0353,440699.5,287796.0,5074,2288,53364.5,99539.0,287796.0,53364.5
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,small_int_dev,SLEEP_POD_NYLON|SLEEP_POD_POLYESTER,-3|-3,3804.6613,804.9005,287744.0,287744.0,3554,3554,0.0,0.0,287744.0,0.0
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_M|TRANSLATOR_VOID_BLUE,3|3,2231.0835,1393.0624,626350.0,287601.0,4200,1247,109199.0,229550.0,287601.0,109199.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_L|MICROCHIP_CIRCLE,3|3,2425.3593,1285.976,381374.5,287068.5,5307,4525,86598.0,7708.0,287068.5,7708.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|PEBBLES_XL,3|-1,2064.0272,1654.7903,296494.0,286931.0,5129,4832,0.0,9563.0,286931.0,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,PEBBLES_M|UV_VISOR_RED,-3|-3,3242.9053,1265.5083,322964.0,286827.5,4372,3220,0.0,36136.5,286827.5,0.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|ROBOT_LAUNDRY,3|3,2874.1928,752.91,301017.5,286379.5,5420,5363,0.0,14638.0,286379.5,0.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_RECTANGLE|PEBBLES_S,1|-3,1892.8807,1023.6814,386851.5,286337.5,4676,3591,68078.0,32436.0,286337.5,32436.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,small_int_dev,SLEEP_POD_POLYESTER|TRANSLATOR_ECLIPSE_CHARCOAL,-3|2,3577.3804,601.0793,391556.5,285697.0,3454,1804,102678.5,3181.0,285697.0,3181.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,ROBOT_VACUUMING|PEBBLES_S,-3|-3,3629.4017,1075.7389,393903.5,285628.5,3846,2442,108275.0,0.0,285628.5,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,PEBBLES_XL|TRANSLATOR_VOID_BLUE,-3|-3,6898.1411,5120.3405,613099.0,285331.0,6105,1485,327768.0,0.0,285331.0,0.0
ROBOT_LAUNDRY,ROBOT,small_int_dev,TRANSLATOR_VOID_BLUE|PEBBLES_XL,-2|-3,6012.2593,4729.1333,587026.5,284554.5,6178,1513,302472.0,0.0,284554.5,0.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_XS|MICROCHIP_SQUARE,-3|-3,2502.8999,3090.6566,406884.5,284419.5,4301,3297,5646.0,116819.0,284419.5,5646.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_S,3|-2,2304.2505,1724.4306,428488.5,284397.0,4288,2864,121212.5,22879.0,284397.0,22879.0
SNACKPACK_PISTACHIO,SNACKPACK,small_int_dev,SNACKPACK_RASPBERRY|PEBBLES_L,-1|3,1933.1903,2226.1397,423775.5,284178.0,3597,2045,102159.0,37438.5,284178.0,37438.5
SNACKPACK_RASPBERRY,SNACKPACK,small_int_dev,SNACKPACK_PISTACHIO|PEBBLES_L,-1|3,1933.1903,2226.1397,423775.5,284178.0,3597,2045,102159.0,37438.5,284178.0,37438.5
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,PEBBLES_M|UV_VISOR_RED,-3|-3,3344.2966,1482.421,347370.0,283993.0,4684,3593,30461.0,32916.0,283993.0,30461.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_SQUARE|PEBBLES_XL,-3|2,3972.5364,3641.667,412474.0,283660.0,3520,1353,98328.0,30486.0,283660.0,30486.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,PEBBLES_L|GALAXY_SOUNDS_BLACK_HOLES,-3|-2,1901.5593,2085.4609,377601.5,283634.5,4467,3134,56850.5,37116.5,283634.5,37116.5
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,small_int_dev,SLEEP_POD_POLYESTER|SLEEP_POD_NYLON,2|3,2509.5582,599.3202,283571.0,283571.0,2669,2669,0.0,0.0,283571.0,0.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_S|UV_VISOR_RED,-3|1,2742.7586,1164.6773,347588.5,283213.5,5493,4573,64375.0,0.0,283213.5,0.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_XL|MICROCHIP_SQUARE,3|-2,4280.6374,5150.4413,714246.5,283150.5,5231,3806,294270.5,136825.5,283150.5,136825.5
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_S,2|-3,4183.2849,1393.72,418128.5,283126.0,4826,4063,135002.5,0.0,283126.0,0.0
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,OXYGEN_SHAKE_MINT|PEBBLES_L,-1|3,2076.8219,2586.9129,380575.0,283106.5,4330,3228,53755.0,43713.5,283106.5,43713.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_SQUARE|PEBBLES_XL,-2|3,3742.4724,4514.5277,585873.5,282968.0,4526,3639,264575.5,38330.0,282968.0,38330.0
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,SNACKPACK_VANILLA|PEBBLES_L,2|3,1774.7248,2047.3229,388129.5,282916.5,3895,1822,57465.5,47747.5,282916.5,47747.5
ROBOT_IRONING,ROBOT,small_int_dev,ROBOT_MOPPING|UV_VISOR_RED,-3|-3,2784.216,1019.9992,464954.0,282540.5,5663,4748,49693.5,132720.0,282540.5,49693.5
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_S|SNACKPACK_STRAWBERRY,3|-1,2938.7294,1162.493,391100.0,282117.5,5632,4955,108982.5,0.0,282117.5,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,ROBOT_IRONING|SLEEP_POD_POLYESTER,3|-2,4646.1782,742.9463,286577.0,281831.0,5674,4581,73206.5,-68460.5,281831.0,-68460.5
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_S|PANEL_2X2,3|3,3350.4248,1319.9571,320912.5,281256.5,4686,3954,0.0,39656.0,281256.5,0.0
TRANSLATOR_VOID_BLUE,TRANSLATOR,small_int_dev,TRANSLATOR_SPACE_GRAY|PEBBLES_XL,-2|-3,5101.2094,3681.6269,614255.0,281255.5,6024,1323,332999.5,0.0,281255.5,0.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,MICROCHIP_CIRCLE|MICROCHIP_TRIANGLE,-3|-3,3341.4721,911.9378,276582.5,281214.0,5812,5450,0.0,-4631.5,281214.0,-4631.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|ROBOT_DISHES,-3|-1,1829.0397,578.1623,314286.5,281164.0,5678,5432,0.0,33122.5,281164.0,0.0
ROBOT_DISHES,ROBOT,small_int_dev,MICROCHIP_CIRCLE|MICROCHIP_TRIANGLE,-1|-3,1829.0397,578.1623,314286.5,281164.0,5678,5432,0.0,33122.5,281164.0,0.0
PANEL_2X2,PANEL,small_int_dev,PEBBLES_M|UV_VISOR_RED,3|2,3424.2374,1136.5404,315827.5,281162.5,5581,4889,0.0,34665.0,281162.5,0.0
SNACKPACK_PISTACHIO,SNACKPACK,small_int_dev,SNACKPACK_CHOCOLATE|PEBBLES_L,2|-3,1949.7892,2251.8116,437618.5,280998.0,4471,2382,83171.0,73449.5,280998.0,73449.5
MICROCHIP_RECTANGLE,MICROCHIP,small_int_dev,MICROCHIP_CIRCLE|MICROCHIP_TRIANGLE,3|3,1738.6092,1264.0369,356634.0,280942.0,4917,4019,0.0,75692.0,280942.0,0.0
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_S|SNACKPACK_STRAWBERRY,-3|2,1794.4317,741.3487,358445.0,280923.0,4995,4514,56064.5,21457.5,280923.0,21457.5
ROBOT_MOPPING,ROBOT,small_int_dev,MICROCHIP_CIRCLE|PEBBLES_L,1|-3,2528.1837,3033.4489,320101.0,280728.0,4655,3467,27808.0,11565.0,280728.0,11565.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,ROBOT_MOPPING|UV_VISOR_RED,-3|-3,3274.392,1030.5618,339793.0,280637.5,5326,5166,29314.0,29841.5,280637.5,29314.0
ROBOT_DISHES,ROBOT,small_int_dev,MICROCHIP_TRIANGLE|PANEL_4X4,-3|1,2216.9556,600.5197,293127.5,280589.0,5995,5965,0.0,12538.5,280589.0,0.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_M|PEBBLES_S,1|3,2264.5556,1052.8042,449786.0,280579.0,4192,2947,169207.0,0.0,280579.0,0.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_S,1|-3,2264.5556,1052.8042,449786.0,280579.0,4192,2947,169207.0,0.0,280579.0,0.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_RECTANGLE|PEBBLES_XL,2|2,2930.3365,3465.16,475332.0,280564.0,4599,3207,130496.0,64272.0,280564.0,64272.0
SNACKPACK_RASPBERRY,SNACKPACK,small_int_dev,UV_VISOR_ORANGE|PEBBLES_L,1|3,2247.3032,2710.5028,379663.5,280499.5,5009,3732,95748.0,3416.0,280499.5,3416.0
ROBOT_DISHES,ROBOT,small_int_dev,ROBOT_LAUNDRY|ROBOT_VACUUMING,3|-2,1552.7945,539.7289,297078.0,280488.5,5741,5373,0.0,16589.5,280488.5,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|PEBBLES_M,-1|-3,2425.6641,999.4665,327623.0,280450.0,4798,3892,0.0,47173.0,280450.0,0.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_OVAL|PEBBLES_XL,1|3,3753.1536,4224.5342,710613.0,280319.0,3517,2661,378352.0,51942.0,280319.0,51942.0
ROBOT_MOPPING,ROBOT,small_int_dev,ROBOT_IRONING|PEBBLES_L,-2|3,2276.4661,1696.6556,354798.5,280001.0,4457,2299,36234.0,38563.5,280001.0,36234.0
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,SNACKPACK_RASPBERRY|PEBBLES_L,-2|3,2023.4802,2424.2737,433461.0,279882.5,4558,2739,95912.5,57666.0,279882.5,57666.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_RECTANGLE|PEBBLES_S,2|-3,1781.4496,1161.1167,453421.0,279770.0,3776,2605,18440.0,155211.0,279770.0,18440.0
SNACKPACK_PISTACHIO,SNACKPACK,small_int_dev,SNACKPACK_STRAWBERRY|PEBBLES_L,-1|-3,1988.2997,2330.7421,404910.5,279715.0,4185,2431,103035.0,22160.5,279715.0,22160.5
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,SNACKPACK_PISTACHIO|PEBBLES_L,-1|-3,1988.2997,2330.7421,404910.5,279715.0,4185,2431,103035.0,22160.5,279715.0,22160.5
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,small_int_dev,PEBBLES_S|OXYGEN_SHAKE_GARLIC,3|1,1971.9051,1003.5094,302376.0,279665.5,4096,3948,22710.5,0.0,279665.5,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_DARK_MATTER|SLEEP_POD_POLYESTER,2|-3,3607.3078,916.7362,375317.0,279509.0,3242,1916,95808.0,0.0,279509.0,0.0
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,small_int_dev,PEBBLES_M|GALAXY_SOUNDS_BLACK_HOLES,-3|-1,2166.2825,1065.152,359816.0,279272.0,4686,3910,23390.5,57153.5,279272.0,23390.5
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_S,2|-3,2534.9918,1136.4095,439980.0,279220.5,4138,2765,160759.5,0.0,279220.5,0.0
ROBOT_DISHES,ROBOT,small_int_dev,MICROCHIP_CIRCLE|MICROCHIP_TRIANGLE,3|3,2389.3817,1091.662,221021.0,279175.0,5053,4612,0.0,-58154.0,279175.0,-58154.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_M,3|2,2847.8622,1285.9972,380212.5,279100.5,4219,3897,101112.0,0.0,279100.5,0.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|TRANSLATOR_ASTRO_BLACK,-3|-2,2154.7525,2481.5567,435930.5,278913.0,4751,2745,56804.0,100213.5,278913.0,56804.0
ROBOT_VACUUMING,ROBOT,small_int_dev,ROBOT_MOPPING|SLEEP_POD_POLYESTER,-3|-3,4389.0585,1658.8132,414058.5,278908.0,3370,2143,80040.0,55110.5,278908.0,55110.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|MICROCHIP_RECTANGLE,-3|-3,2224.9026,1533.1005,391737.5,278584.0,4904,2791,81860.0,31293.5,278584.0,31293.5
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_M,3|3,2592.9455,1498.9962,490996.0,278480.5,3655,2631,195935.0,16580.5,278480.5,16580.5
PANEL_2X2,PANEL,small_int_dev,PEBBLES_M|UV_VISOR_RED,3|1,2931.4371,1004.9997,322284.0,278268.5,5137,4275,0.0,44015.5,278268.5,0.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|ROBOT_LAUNDRY,3|2,2321.0581,697.917,367718.5,278184.0,4198,3598,0.0,89534.5,278184.0,0.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,PEBBLES_L|ROBOT_IRONING,3|-2,4020.1674,1506.4455,380717.5,278068.5,4580,3970,81935.0,20714.0,278068.5,20714.0
SLEEP_POD_LAMB_WOOL,SLEEP_POD,small_int_dev,SLEEP_POD_NYLON|SLEEP_POD_POLYESTER,-2|-3,3458.7144,768.8424,320358.5,278039.0,3087,2797,42319.5,0.0,278039.0,0.0
SLEEP_POD_NYLON,SLEEP_POD,small_int_dev,SLEEP_POD_COTTON|SLEEP_POD_POLYESTER,3|-2,1262.5781,1587.6485,387920.0,277800.5,4858,3297,45192.5,64927.0,277800.5,45192.5
PANEL_2X4,PANEL,small_int_dev,PEBBLES_L|MICROCHIP_CIRCLE,-3|1,2179.4651,2573.2265,356976.0,277491.5,4246,3031,67096.0,12388.5,277491.5,12388.5
ROBOT_LAUNDRY,ROBOT,small_int_dev,GALAXY_SOUNDS_PLANETARY_RINGS|MICROCHIP_TRIANGLE,2|-3,3312.592,1192.9048,367219.5,277458.5,4461,3320,89761.0,0.0,277458.5,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_DARK_MATTER|ROBOT_LAUNDRY,-3|-3,2399.6035,1294.5503,277319.0,277319.0,5143,5143,0.0,0.0,277319.0,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,TRANSLATOR_GRAPHITE_MIST|UV_VISOR_RED,2|3,2531.2209,844.656,277239.5,277239.5,5638,5638,0.0,0.0,277239.5,0.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|GALAXY_SOUNDS_PLANETARY_RINGS,-3|-1,2541.4472,2345.0018,439744.0,277186.5,4763,1639,101520.5,61037.0,277186.5,61037.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_S|ROBOT_MOPPING,-3|1,2812.7287,993.3685,352222.5,277044.5,4985,3906,75178.0,0.0,277044.5,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,MICROCHIP_CIRCLE|PEBBLES_S,1|3,2812.7287,993.3685,352222.5,277044.5,4985,3906,75178.0,0.0,277044.5,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,PEBBLES_L|PANEL_1X4,3|-2,2554.29,2422.543,359028.5,276844.5,4636,2939,78920.0,3264.0,276844.5,3264.0
SLEEP_POD_COTTON,SLEEP_POD,small_int_dev,SLEEP_POD_NYLON|GALAXY_SOUNDS_DARK_MATTER,-3|-3,2132.5904,817.7632,376902.5,276626.0,3914,3169,0.0,100276.5,276626.0,0.0
PANEL_2X2,PANEL,small_int_dev,PANEL_1X4|PEBBLES_M,-1|3,3213.3559,940.5018,383674.5,276308.5,4238,2954,2231.5,105134.5,276308.5,2231.5
PANEL_2X2,PANEL,small_int_dev,SLEEP_POD_POLYESTER|GALAXY_SOUNDS_BLACK_HOLES,3|2,5042.3443,877.8182,305130.5,276276.5,5276,4186,28854.0,0.0,276276.5,0.0
PANEL_1X4,PANEL,small_int_dev,TRANSLATOR_GRAPHITE_MIST|UV_VISOR_YELLOW,-3|-3,2655.0165,3628.0762,263054.5,275821.0,4745,3928,13910.0,-26676.5,275821.0,-26676.5
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_XL|PEBBLES_XS,3|1,4123.8783,3927.9154,627368.0,275707.5,5079,2151,351660.5,0.0,275707.5,0.0
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_M|PEBBLES_XL,1|-3,4123.8783,3927.9154,627368.0,275707.5,5079,2151,351660.5,0.0,275707.5,0.0
PANEL_2X2,PANEL,small_int_dev,PEBBLES_XL|GALAXY_SOUNDS_BLACK_HOLES,-1|2,1738.2704,1212.4254,329316.5,275707.0,4896,3110,0.0,53609.5,275707.0,0.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_XL|TRANSLATOR_VOID_BLUE,-3|-2,5639.4144,4271.3071,567223.0,275435.0,5957,898,291788.0,0.0,275435.0,0.0
PANEL_2X2,PANEL,small_int_dev,SLEEP_POD_POLYESTER|PEBBLES_XL,3|-2,2821.8789,3645.9973,335691.5,275270.0,4023,3005,33973.0,26448.5,275270.0,26448.5
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_XL|OXYGEN_SHAKE_EVENING_BREATH,3|-2,6791.4052,4933.7736,604407.0,275226.0,5860,1725,329181.0,0.0,275226.0,0.0
UV_VISOR_ORANGE,UV_VISOR,small_int_dev,SNACKPACK_STRAWBERRY|PANEL_1X4,3|-2,2076.3941,482.9772,315636.0,275032.5,4499,4190,0.0,40603.5,275032.5,0.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|MICROCHIP_OVAL,-3|2,4807.2968,800.6198,275010.5,275010.5,3529,3529,0.0,0.0,275010.5,0.0
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_M|PEBBLES_XL,-2|3,6105.5018,4758.7582,679569.0,274899.5,6209,1544,404669.5,0.0,274899.5,0.0
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,SLEEP_POD_COTTON|TRANSLATOR_ECLIPSE_CHARCOAL,-3|2,2728.7551,1630.9792,339999.0,274854.0,4693,3993,53122.0,12023.0,274854.0,12023.0
PANEL_1X4,PANEL,small_int_dev,OXYGEN_SHAKE_MINT|PEBBLES_S,3|3,2900.9942,1505.9454,373991.0,274667.5,5454,5099,70680.5,28643.0,274667.5,28643.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,SLEEP_POD_SUEDE|UV_VISOR_RED,2|3,3000.5997,794.3044,321320.0,274518.5,4142,3610,46801.5,0.0,274518.5,0.0
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_L|ROBOT_DISHES,-3|-3,1916.1902,1961.0145,428939.0,274419.0,4153,2608,121624.5,32895.5,274419.0,32895.5
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_S|SNACKPACK_PISTACHIO,3|-1,2533.4381,1103.0201,387914.5,274328.0,5547,5086,113586.5,0.0,274328.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|PEBBLES_XL,2|-1,1487.2161,1483.2491,389629.0,274173.0,3327,2389,4154.5,111301.5,274173.0,4154.5
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,ROBOT_IRONING|PEBBLES_L,2|-3,2674.1966,1901.8315,274203.5,274021.0,5621,3963,53763.0,-53580.5,274021.0,-53580.5
MICROCHIP_TRIANGLE,MICROCHIP,small_int_dev,TRANSLATOR_ECLIPSE_CHARCOAL|UV_VISOR_RED,3|3,2540.912,980.3784,305601.0,273898.0,5414,5303,0.0,31703.0,273898.0,0.0
PANEL_1X4,PANEL,small_int_dev,PEBBLES_S|UV_VISOR_RED,-3|-2,2208.8213,1122.9182,378403.0,273742.0,4051,2290,104661.0,0.0,273742.0,0.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_S|TRANSLATOR_ASTRO_BLACK,3|1,2914.1371,1156.5501,410354.5,273712.5,4645,3724,136642.0,0.0,273712.5,0.0
PANEL_1X4,PANEL,small_int_dev,SLEEP_POD_NYLON|PEBBLES_S,-2|-3,2492.5913,1091.5018,401120.0,273692.0,4557,2370,127428.0,0.0,273692.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,small_int_dev,TRANSLATOR_ECLIPSE_CHARCOAL|PANEL_2X2,3|3,3025.1245,824.6608,362718.5,273431.5,3024,2701,0.0,89287.0,273431.5,0.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,PEBBLES_XL|OXYGEN_SHAKE_GARLIC,2|-3,2332.2041,1759.5567,687102.0,273413.5,3320,1141,222395.0,191293.5,273413.5,191293.5
MICROCHIP_RECTANGLE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|SLEEP_POD_NYLON,-3|-2,2192.4025,651.8668,408199.0,273048.5,3543,2685,131898.5,3252.0,273048.5,3252.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,PEBBLES_XL|PEBBLES_M,3|-2,4919.0159,4143.3794,705872.0,272959.0,5550,1502,432913.0,0.0,272959.0,0.0
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,small_int_dev,TRANSLATOR_SPACE_GRAY|PEBBLES_S,-1|3,2414.6303,971.8716,355139.5,272855.0,4613,4361,82284.5,0.0,272855.0,0.0
PEBBLES_S,PEBBLES,small_int_dev,PANEL_1X4|SLEEP_POD_POLYESTER,-2|3,4868.6352,1162.7497,300914.5,272605.5,3403,2538,28309.0,0.0,272605.5,0.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_M,3|1,3231.6289,1121.4378,273783.0,272570.0,4711,4709,1213.0,0.0,272570.0,0.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|MICROCHIP_RECTANGLE,-3|-2,2488.1021,1296.4823,381560.0,272170.0,5428,1977,109390.0,0.0,272170.0,0.0
ROBOT_LAUNDRY,ROBOT,small_int_dev,GALAXY_SOUNDS_DARK_MATTER|MICROCHIP_TRIANGLE,3|-2,2229.927,637.3285,227538.0,272149.5,5681,5243,0.0,-44611.5,272149.5,-44611.5
PANEL_4X4,PANEL,small_int_dev,PANEL_2X2|TRANSLATOR_SPACE_GRAY,3|3,3187.0907,1289.1226,291676.5,272131.0,5525,5467,0.0,19545.5,272131.0,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,ROBOT_DISHES|PEBBLES_S,3|3,1944.3403,1405.5785,372107.5,272094.5,3166,2199,88925.5,11087.5,272094.5,11087.5
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_M,3|2,3663.759,1912.4026,373879.0,272047.5,3198,1562,74836.0,26995.5,272047.5,26995.5
PANEL_2X4,PANEL,small_int_dev,TRANSLATOR_SPACE_GRAY|PEBBLES_L,-1|-3,2018.4794,2294.1963,376392.5,271918.0,3878,2167,105995.0,-1520.5,271918.0,-1520.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,ROBOT_IRONING|PEBBLES_L,-2|3,2523.9828,1881.079,312412.5,271759.0,5328,3465,58630.5,-17977.0,271759.0,-17977.0
