product,category,model,from_regime,to_regime,count
UV_VISOR_RED,UV_VISOR,kmeans3,1,0.0,74
UV_VISOR_RED,UV_VISOR,kmeans3,1,1.0,2
UV_VISOR_RED,UV_VISOR,kmeans3,2,0.0,71
UV_VISOR_RED,UV_VISOR,kmeans3,2,1.0,1
UV_VISOR_YELLOW,UV_VISOR,kmeans3,0,0.0,3981
UV_VISOR_YELLOW,UV_VISOR,kmeans3,0,1.0,72
UV_VISOR_YELLOW,UV_VISOR,kmeans3,0,2.0,74
UV_VISOR_YELLOW,UV_VISOR,kmeans3,1,0.0,71
UV_VISOR_YELLOW,UV_VISOR,kmeans3,1,2.0,1
UV_VISOR_YELLOW,UV_VISOR,kmeans3,2,0.0,74
UV_VISOR_YELLOW,UV_VISOR,kmeans3,2,2.0,2
