product,category,test_day,signal,feature,horizon,threshold,cost_mult,direction,train_edge,train_score,train_positive_blocks,test_edge,test_t,test_count,test_active_rate,test_positive_blocks,test_min_block_edge
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,4,z_revert,roll_z_500,100,2.0,0.5,-1.0,23.44079754601227,16.40855828220859,14,3.5109910581222055,1.2229749136181416,1342,0.13692480359147025,12,-191.13372093023256
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,2,past_revert,past_mid_diff_100,100,154.0,0.5,-1.0,10.410116834838025,5.7255642591609135,11,-2.13570784490532,-0.746912764421326,1109,0.11316326530612245,12,-132.43362831858408
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,3,past_revert,past_mid_diff_100,100,154.0,0.5,-1.0,9.454445664105378,4.482404119968445,14,0.006623931623931624,0.0021834109077050984,1170,0.11938775510204082,8,-59.05
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,4,past_revert,past_mid_diff_25,50,78.0,0.5,-1.0,3.2245544090056284,1.7735049249530956,11,7.546655879180151,3.6384517170254185,927,0.09340050377833753,11,-33.365
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,2,past_revert,past_mid_diff_100,100,164.0,0.5,-1.0,16.33381438721137,12.250360790408527,15,32.44395280235988,9.441402952779946,678,0.06918367346938775,16,-29.22826086956522
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,3,past_revert,past_mid_diff_100,100,164.0,0.5,-1.0,14.435253850541928,10.10467769537935,14,28.44158878504673,10.82253931080991,1177,0.12010204081632653,12,-51.54545454545455
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,4,past_revert,past_mid_diff_100,100,164.0,0.5,-1.0,29.9044474393531,23.92355795148248,16,3.0772093023255813,1.1896365623865173,1075,0.1096938775510204,15,-117.1953125
TRANSLATOR_SPACE_GRAY,TRANSLATOR,2,past_momentum,past_mid_diff_25,100,78.5,0.5,1.0,11.123329621380845,6.673997772828507,12,-27.244765494137354,-9.540879968125036,1194,0.1209113924050633,4,-70.70731707317073
TRANSLATOR_SPACE_GRAY,TRANSLATOR,3,past_momentum,past_mid_diff_50,25,111.0,0.5,1.0,2.821394345951126,1.2696274556780067,9,-11.07975797579758,-8.012206079158753,909,0.09158690176322418,4,-81.25
TRANSLATOR_SPACE_GRAY,TRANSLATOR,4,z_revert,roll_z_250,100,2.0,0.5,-1.0,21.409082431928386,16.05681182394629,15,-22.008529411764705,-9.197741156764188,1700,0.17257131255710081,10,-133.878
TRANSLATOR_VOID_BLUE,TRANSLATOR,2,past_revert,past_mid_diff_50,50,120.0,0.5,-1.0,8.81476739223218,6.6110755441741365,15,4.885524372230428,1.9346008839979005,677,0.06838383838383838,13,-67.81696428571429
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,z_revert,roll_z_250,50,2.0,0.5,-1.0,7.149015235971758,5.00431066518023,14,5.892418772563177,3.0813221921361267,1385,0.1398848601151399,14,-53.75
TRANSLATOR_VOID_BLUE,TRANSLATOR,4,past_revert,past_mid_diff_25,100,86.0,0.5,-1.0,14.910834629341627,9.692042509072056,13,-6.863981042654029,-2.145624123404346,1055,0.10683544303797468,9,-92.8970588235294
UV_VISOR_AMBER,UV_VISOR,2,past_momentum,past_mid_diff_100,100,136.0,0.5,1.0,12.079884357881923,4.831953743152769,8,-24.550778354336547,-9.921414262000672,1349,0.1376530612244898,5,-118.86989795918367
UV_VISOR_AMBER,UV_VISOR,3,past_momentum,past_mid_diff_50,50,94.0,0.5,1.0,11.133380215658697,8.350035161744023,15,8.695294784580499,4.705905668338615,882,0.0890909090909091,8,-53.416666666666664
UV_VISOR_AMBER,UV_VISOR,4,past_momentum,past_mid_diff_50,50,94.0,0.5,1.0,11.565146931719966,9.252117545375972,16,6.640513552068474,4.094114296580406,701,0.0708080808080808,10,-60.660714285714285
UV_VISOR_MAGENTA,UV_VISOR,2,z_revert,roll_z_500,100,2.0,0.5,-1.0,10.636455649613545,7.2506765478526916,14,-4.236373165618448,-1.9940631718296555,1431,0.14600550964187328,12,-110.63609467455622
UV_VISOR_MAGENTA,UV_VISOR,3,z_revert,roll_z_100,100,2.0,0.5,-1.0,5.841214953271028,3.2126682242990654,11,6.435064935064935,2.557225395592214,1309,0.1324764699929157,12,-80.33641975308642
UV_VISOR_MAGENTA,UV_VISOR,4,past_revert,past_mid_diff_100,50,172.5,0.5,-1.0,19.69302038295244,16.739067325509573,17,-9.675592960979342,-4.370028080545061,1307,0.13269035532994924,10,-56.58076923076923
UV_VISOR_ORANGE,UV_VISOR,2,past_revert,past_mid_diff_100,100,172.5,0.5,-1.0,18.76382886776145,14.072871650821089,15,3.1253709198813056,0.7152048311263294,674,0.06877551020408164,11,-99.1842105263158
UV_VISOR_ORANGE,UV_VISOR,3,past_revert,past_mid_diff_100,25,172.5,0.5,-1.0,10.253394255874674,6.664706266318538,13,6.126048462255358,3.507458248592239,1073,0.10865822784810127,13,-48.02777777777778
UV_VISOR_ORANGE,UV_VISOR,4,past_revert,past_mid_diff_100,100,172.5,0.5,-1.0,24.164138523182597,14.498483113909558,12,2.668211120064464,0.8757988650397363,1241,0.12663265306122448,9,-100.40298507462687
UV_VISOR_RED,UV_VISOR,2,past_momentum,past_mid_diff_100,100,181.5,0.5,1.0,21.35559149722736,11.745575323475048,11,-9.214108910891088,-2.4468131859883955,808,0.08244897959183674,7,-150.0390625
UV_VISOR_RED,UV_VISOR,3,past_momentum,past_mid_diff_100,100,104.0,0.5,1.0,7.550468513159708,4.439325225542884,12,6.156856403622251,3.1365578565814656,3092,0.31551020408163266,9,-104.4113924050633
UV_VISOR_RED,UV_VISOR,4,past_momentum,past_mid_diff_100,100,104.0,0.5,1.0,2.8847427603203943,1.6398897738392952,12,14.286492092299715,7.919578908662344,3857,0.39357142857142857,13,-99.14713541666667
UV_VISOR_YELLOW,UV_VISOR,2,past_momentum,past_mid_diff_100,100,95.0,0.5,1.0,0.957507178996308,0.47875358949815394,10,-1.8361066235864296,-1.1530641196426155,3095,0.31581632653061226,10,-107.84045226130654
UV_VISOR_YELLOW,UV_VISOR,3,z_revert,roll_z_100,50,1.5,0.5,-1.0,8.321116064058115,6.656892851246492,16,-8.601322263222633,-6.378921561332588,3252,0.32745947034538314,11,-59.020731707317076
UV_VISOR_YELLOW,UV_VISOR,4,past_revert,past_mid_diff_50,100,123.5,0.5,-1.0,8.73536150712831,4.80444882892057,11,-8.14980449657869,-2.4645507807395544,1023,0.10385786802030457,12,-104.5121359223301
