product,category,horizon,buy_taker_expected_edge_after_spread,sell_taker_expected_edge_after_spread,avg_half_spread
TRANSLATOR_VOID_BLUE,TRANSLATOR,25,-3.536134502923977,-5.98853216374269,4.762333333333333
TRANSLATOR_VOID_BLUE,TRANSLATOR,50,-2.245180904522613,-7.279485762144054,4.762333333333333
TRANSLATOR_VOID_BLUE,TRANSLATOR,100,0.40413131313131334,-9.92879797979798,4.762333333333333
UV_VISOR_AMBER,UV_VISOR,1,-5.255709545954595,-5.064790454045404,5.16025
UV_VISOR_AMBER,UV_VISOR,5,-5.633219818242454,-4.687280181757545,5.16025
UV_VISOR_AMBER,UV_VISOR,10,-6.1067131297964625,-4.213786870203537,5.16025
UV_VISOR_AMBER,UV_VISOR,25,-7.502422096908939,-2.8180779030910608,5.16025
UV_VISOR_AMBER,UV_VISOR,50,-9.730836264656617,-0.5896637353433833,5.16025
UV_VISOR_AMBER,UV_VISOR,100,-13.99548569023569,3.6749856902356903,5.16025
UV_VISOR_MAGENTA,UV_VISOR,1,-6.995644984498449,-7.09595501550155,7.0458
UV_VISOR_MAGENTA,UV_VISOR,5,-6.7953080873770215,-7.296291912622978,7.0458
UV_VISOR_MAGENTA,UV_VISOR,10,-6.548702902902903,-7.5428970970970965,7.0458
UV_VISOR_MAGENTA,UV_VISOR,25,-5.847454135338346,-8.244145864661654,7.0458
UV_VISOR_MAGENTA,UV_VISOR,50,-4.7067882747068674,-9.384811725293133,7.0458
UV_VISOR_MAGENTA,UV_VISOR,100,-2.4538639730639726,-11.637736026936027,7.0458
UV_VISOR_ORANGE,UV_VISOR,1,-6.664702265226523,-6.619397734773478,6.64205
UV_VISOR_ORANGE,UV_VISOR,5,-6.756140378522595,-6.527959621477406,6.64205
UV_VISOR_ORANGE,UV_VISOR,10,-6.872063346680013,-6.412036653319987,6.64205
UV_VISOR_ORANGE,UV_VISOR,25,-7.1984075605680875,-6.085692439431913,6.64205
UV_VISOR_ORANGE,UV_VISOR,50,-7.784311306532663,-5.4997886934673375,6.64205
UV_VISOR_ORANGE,UV_VISOR,100,-8.754810942760944,-4.529289057239057,6.64205
UV_VISOR_RED,UV_VISOR,1,-6.962310926092609,-7.077122407240724,7.019716666666667
UV_VISOR_RED,UV_VISOR,5,-6.737342146073036,-7.302091187260297,7.019716666666667
UV_VISOR_RED,UV_VISOR,10,-6.451415031698365,-7.5880183016349685,7.019716666666667
UV_VISOR_RED,UV_VISOR,25,-5.565564619883041,-8.473868713450292,7.019716666666667
UV_VISOR_RED,UV_VISOR,50,-4.125093551088777,-9.914339782244557,7.019716666666667
UV_VISOR_RED,UV_VISOR,100,-1.6267873737373737,-12.41264595959596,7.019716666666667
UV_VISOR_YELLOW,UV_VISOR,1,-6.953383173317333,-6.956583493349335,6.954983333333334
UV_VISOR_YELLOW,UV_VISOR,5,-6.946662506253127,-6.96330416041354,6.954983333333334
UV_VISOR_YELLOW,UV_VISOR,10,-6.941002686019353,-6.968963980647314,6.954983333333334
UV_VISOR_YELLOW,UV_VISOR,25,-6.968634126984127,-6.9413325396825405,6.954983333333334
UV_VISOR_YELLOW,UV_VISOR,50,-7.07984095477387,-6.830125711892798,6.954983333333334
UV_VISOR_YELLOW,UV_VISOR,100,-7.537660101010101,-6.372306565656566,6.954983333333334
