product,category,signal,feature,window,horizon,threshold,cost_mult,active_rate,net_edge_mean,net_edge_t,positive_days,min_day_edge,positive_blocks,min_block_edge,count,robust_score
TRANSLATOR_VOID_BLUE,TRANSLATOR,z_revert,roll_z_250,250,100,2.0,0.5,0.13612831184651306,4.944630872483222,3.2411335770403893,3,0.4194583036350677,14,-76.69858156028369,4023,3.461241610738255
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_50,50,50,2.0,0.5,0.13197867417764814,4.841971544715447,3.3526232933036253,3,2.2381831610044314,14,-22.97846889952153,3936,3.389380081300813
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,100,15.0,1.0,0.7522025316455696,5.195768264225453,7.745466749710288,3,4.063907805133578,13,-12.860496014171833,22284,3.3772493717465446
MICROCHIP_OVAL,MICROCHIP,past_revert,past_mid_diff_100,100,25,204.0,0.5,0.10089451476793249,5.619103379056541,5.138122951509005,3,3.8423728813559324,12,-29.908163265306122,2989,3.3714620274339246
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,100,1.0,1.0,0.5543652008298473,5.150950920245399,4.561803996870202,3,2.4445118779261312,13,-96.2664744645799,16300,3.3481180981595093
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,100,0.75,0.5,0.6827874706662586,5.578974895397489,5.481693544630957,3,4.371591080307367,12,-96.42352281226627,20076,3.3473849372384934
UV_VISOR_AMBER,UV_VISOR,past_momentum,past_mid_diff_25,25,50,65.5,0.5,0.1014273719563392,4.746854304635762,4.182183548086792,3,2.87593423019432,14,-35.217514124293785,3020,3.322798013245033
PEBBLES_XL,PEBBLES,z_revert,roll_z_50,50,25,0.5,0.5,0.7823265770285638,5.53122060709705,5.536722736343358,3,2.147077838117404,12,-26.70075125208681,23390,3.31873236425823
MICROCHIP_SQUARE,MICROCHIP,past_revert,past_mid_diff_25,25,25,167.5,0.5,0.10016750418760469,4.420568561872909,2.376754762511192,3,0.9076163610719323,15,-42.89875,2990,3.315426421404682
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,50,21.0,0.5,0.7554545454545455,5.017515710656505,11.093422244641168,3,2.584350006777823,13,-14.51295799821269,22437,3.261385211926728
PANEL_1X4,PANEL,past_momentum,past_mid_diff_5,5,100,24.0,0.5,0.256762674751558,5.010463133035948,4.312741855309797,3,3.7200722394220844,13,-8.076923076923077,7622,3.256801036473367
UV_VISOR_ORANGE,UV_VISOR,past_revert,past_mid_diff_100,100,25,172.5,1.0,0.10086075949367089,5.415829986613119,5.585721511513055,3,2.7479030754892824,12,-16.838797814207652,2988,3.2494979919678713
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,25,168.0,1.0,0.10048945147679325,5.41535102452133,6.322669522876775,3,0.004754358161648178,12,-75.52777777777777,2977,3.2492106147127986
ROBOT_DISHES,ROBOT,past_revert,past_mid_diff_50,50,50,100.0,0.5,0.26717171717171717,4.568021424070573,5.227105471789589,3,2.596218961625282,14,-37.796875,7935,3.1976149968494014
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,25,2.0,0.5,0.1432428783583097,5.305254476908577,5.215028003535572,3,4.251062322946176,12,-27.253073770491802,4244,3.1831526861451467
TRANSLATOR_VOID_BLUE,TRANSLATOR,past_revert,past_mid_diff_50,50,50,85.0,0.5,0.25333333333333335,4.435971557682084,5.415928709674835,3,3.8638059701492535,14,-40.441365979381445,7524,3.1051800903774587
SLEEP_POD_NYLON,SLEEP_POD,z_revert,roll_z_500,500,100,1.5,0.5,0.3205455225657246,5.145225464190982,5.317111263184296,3,3.4153937542430413,12,-35.324858757062145,9425,3.0871352785145887
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_100,100,25,209.0,0.5,0.10079324894514768,4.284410582719357,3.6426387070513293,3,2.0870633187772927,14,-17.894654088050313,2986,2.9990874079035494
TRANSLATOR_VOID_BLUE,TRANSLATOR,past_revert,past_mid_diff_10,10,50,56.0,0.5,0.10006706908115359,4.995224530831099,3.7551928240719565,3,1.5562913907284768,12,-21.821739130434782,2984,2.9971347184986596
PANEL_2X2,PANEL,past_revert,past_mid_diff_50,50,50,112.0,0.5,0.10107744107744107,4.9660226515656225,3.905436926470583,3,1.690132122213047,12,-45.60138888888889,3002,2.9796135909393735
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_250,250,25,2.0,1.0,0.1463832359460004,4.246272080752466,4.26517857647299,3,2.227386934673367,14,-17.491666666666667,4359,2.9723904565267265
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,past_revert,past_mid_diff_25,25,50,78.0,0.5,0.10273719563392107,4.534324942791762,3.821777852359595,3,0.9786960985626283,13,-20.59308510638298,3059,2.947311212814645
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,100,0.5,0.5,0.7984559398700812,4.8691378796268685,5.160091437788621,3,3.9671872991387067,12,-98.82246633593196,23477,2.921482727776121
UV_VISOR_AMBER,UV_VISOR,past_momentum,past_mid_diff_50,50,25,94.0,0.5,0.10125944584382872,4.404560530679934,5.700614094305825,3,2.893140589569161,13,-24.60169491525424,3015,2.8629643449419566
TRANSLATOR_VOID_BLUE,TRANSLATOR,z_revert,roll_z_250,250,50,2.0,1.0,0.13722519610813722,4.327404317958783,3.949226644818054,3,1.7779310344827586,13,-34.55066079295154,4076,2.812812806673209
PANEL_2X4,PANEL,past_momentum,past_mid_diff_10,10,100,58.5,0.5,0.10040444893832154,4.326703591809332,2.0763457730071817,3,0.2606490872210953,13,-30.739270386266096,2979,2.812357334676066
PEBBLES_XL,PEBBLES,z_revert,roll_z_50,50,25,1.5,1.0,0.3135995718777176,4.675554607508532,2.962978871139477,3,0.701360329009807,12,-48.36290322580645,9376,2.8053327645051196
PANEL_1X4,PANEL,past_momentum,past_mid_diff_10,10,100,20.0,0.5,0.5012133468149647,4.618216663304418,5.599678663046189,3,3.234132184984085,12,-8.334207077326344,14871,2.770929997982651
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,25,114.0,1.0,0.25275949367088607,4.203926282051282,7.736469841123452,3,0.5705798479087453,13,-15.357798165137615,7488,2.732552083333333
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,z_revert,roll_z_250,250,50,1.5,0.5,0.32252634414032255,4.199686847599165,6.341947916167513,3,2.556745182012848,13,-22.0464,9580,2.729796450939457
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_50,50,25,150.0,0.5,0.10102434928631403,4.545295877659575,3.9099310891698935,3,2.1905555555555556,12,-38.91326530612245,3008,2.727177526595745
SNACKPACK_RASPBERRY,SNACKPACK,z_revert,roll_z_500,500,50,2.0,0.5,0.13436876120867594,4.536451775371443,5.181583836472199,3,0.25929368029739774,12,-19.731681034482758,3971,2.721871065222866
PANEL_1X4,PANEL,past_momentum,past_mid_diff_10,10,50,49.0,0.5,0.10093896713615023,4.4432724252491695,3.3358947066975317,3,1.8910818713450293,12,-20.66730769230769,3010,2.6659634551495017
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,50,1.5,0.5,0.3319798328426894,4.426485577413108,4.843249594749551,3,2.561021897810219,12,-34.73031496062992,9811,2.655891346447865
PEBBLES_XL,PEBBLES,z_revert,roll_z_25,25,25,1.5,0.5,0.30560572613552744,4.410528619897121,2.769030228131178,3,2.403290529695024,12,-36.327319587628864,9137,2.6463171719382728
PEBBLES_XL,PEBBLES,past_revert,past_mid_diff_25,25,25,49.0,0.5,0.7517587939698492,4.030536987522281,3.950497064819463,3,2.9472203616878767,13,-28.864035087719298,22440,2.619849041889483
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,25,67.0,0.5,0.5008607594936709,4.00741339803208,10.375336026219069,3,1.9525225398043353,13,-9.102521929824562,14838,2.6048187087208516
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,50,54.0,1.0,0.25246011754827874,3.9129972063323133,4.932800992555579,3,1.7659906396255851,13,-18.389048991354468,7517,2.5434481841160035
SNACKPACK_STRAWBERRY,SNACKPACK,z_revert,roll_z_500,500,50,2.0,0.5,0.13646668696917402,4.160240515745103,4.682904520536969,3,1.6088985687616677,12,-22.84587378640777,4033,2.496144309447062
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_10,10,50,68.5,0.5,0.10120724346076458,4.113402915838304,2.5117776144161663,3,1.2125307125307125,12,-25.87938596491228,3018,2.4680417495029823
TRANSLATOR_VOID_BLUE,TRANSLATOR,z_revert,roll_z_250,250,50,1.5,0.5,0.3163316836683163,4.046668795232014,5.43089506613702,3,0.7278846153846154,12,-31.641430948419302,9396,2.4280012771392085
TRANSLATOR_VOID_BLUE,TRANSLATOR,z_revert,roll_z_250,250,100,1.5,0.5,0.3153656143200352,4.0218615879828326,3.959385444718297,3,2.0701160541586074,12,-62.52246256239601,9320,2.413116952789699
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,past_revert,past_mid_diff_100,100,25,153.0,0.5,0.10059071729957805,3.10746644295302,3.815819908351692,3,1.3647506339814033,15,-11.617684478371501,2980,2.330599832214765
TRANSLATOR_VOID_BLUE,TRANSLATOR,past_revert,past_mid_diff_25,25,50,60.0,0.5,0.25333333333333335,3.249105130584648,3.9695898681137334,3,1.7098262757871878,14,-31.911849710982658,7543,2.2743735914092538
ROBOT_IRONING,ROBOT,z_revert,roll_z_250,250,50,2.0,0.5,0.15156718176615155,3.416037316748112,3.6037114913935775,3,2.1968553459119495,13,-31.57328990228013,4502,2.2204242558862726
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,50,31.5,0.5,0.501024349286314,3.636881619520043,6.4638579571700605,3,2.0209547738693465,12,-15.7079802259887,14918,2.182128971712026
MICROCHIP_OVAL,MICROCHIP,past_revert,past_mid_diff_100,100,25,204.0,1.0,0.10089451476793249,3.6192706590833055,3.3090290005409346,3,1.9101694915254237,12,-31.77891156462585,2989,2.171562395449983
ROBOT_DISHES,ROBOT,past_revert,past_mid_diff_50,50,25,112.0,0.5,0.10072208228379513,3.6172057352450815,3.8445653763585126,3,1.0046201232032854,12,-21.88375,2999,2.170323441147049
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,past_revert,past_mid_diff_25,25,25,78.0,0.5,0.10247906197654941,3.3025498528931023,3.8525985514383896,3,0.12176165803108809,13,-14.698198198198199,3059,2.1466574043805164
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,25,1.5,0.5,0.31628864587552313,3.26365916124213,4.174372396548335,3,0.40285436263379826,13,-14.655946601941748,9371,2.1213784548073846
ROBOT_VACUUMING,ROBOT,z_revert,roll_z_500,500,25,2.0,0.5,0.13747131092210071,3.42223177019396,5.147169116340042,3,2.103919239904988,12,-11.02016129032258,4073,2.0533390621163763
ROBOT_MOPPING,ROBOT,z_revert,roll_z_100,100,100,1.5,0.5,0.3299598556151537,2.898681116450261,2.7099319206646038,3,0.6681021224238696,14,-49.47868561278863,9781,2.0290767815151822
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,past_revert,past_mid_diff_50,50,25,108.0,1.0,0.1019311502938707,3.085172981878089,3.63465493853215,3,2.382492113564669,13,-14.226190476190476,3035,2.005362438220758
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,25,2.0,1.0,0.1432428783583097,3.3268143261074457,3.2700079707779572,3,2.0927762039660056,12,-29.307377049180328,4244,1.9960885956644674
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_50,50,50,1.5,0.5,0.3173724977366462,3.070258848388801,3.318053384137478,3,2.6422918645140867,13,-19.842105263157894,9465,1.9956682514527206
PEBBLES_M,PEBBLES,z_revert,roll_z_500,500,50,1.0,0.5,0.5546645010658816,3.04759943875061,3.8074775588791705,3,1.3551082415495632,13,-43.975700164744644,16392,1.9809396351878967
UV_VISOR_MAGENTA,UV_VISOR,past_revert,past_mid_diff_10,10,100,58.0,0.5,0.100438153016515,3.0427852348993287,1.6145964270398967,3,1.2103246167718666,13,-27.623076923076923,2980,1.9778104026845635
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,past_revert,past_mid_diff_100,100,25,156.0,0.5,0.1010295358649789,3.2186769127965253,3.624341675205098,3,2.5706831119544593,12,-11.01086956521739,2993,1.9312061476779152
UV_VISOR_MAGENTA,UV_VISOR,z_revert,roll_z_500,500,50,2.0,0.5,0.1406963760024363,2.746212121212121,2.5712171918956335,3,1.0503122831367107,14,-43.48863636363637,4158,1.9223484848484849
PEBBLES_M,PEBBLES,past_revert,past_mid_diff_25,25,25,124.5,1.0,0.10093802345058626,3.1911715897776305,2.1913132946852283,3,0.297079556898288,12,-26.376237623762375,3013,1.9147029538665783
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,50,21.0,1.0,0.7554545454545455,2.919775371038909,6.455772014279808,3,0.6608377389182595,13,-16.594280607685434,22437,1.8978539911752907
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,past_revert,past_mid_diff_100,100,50,152.5,0.5,0.10077834179357022,2.5251007387508393,2.241988609040505,3,1.488382099827883,15,-24.105527638190956,2978,1.8938255540631297
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_50,50,50,2.0,1.0,0.13197867417764814,2.870680894308943,1.9877703675391534,3,0.3445347119645495,13,-25.028708133971293,3936,1.865942581300813
SLEEP_POD_NYLON,SLEEP_POD,z_revert,roll_z_500,500,100,1.5,1.0,0.3205455225657246,3.0089655172413794,3.1093175646586984,3,1.1588594704684319,12,-37.43079096045198,9425,1.805379310344828
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_100,100,10,209.0,0.5,0.10064037748567577,2.514149363697254,3.2912456558640804,3,1.880731441048035,14,-9.805389221556887,2986,1.7599045545880778
UV_VISOR_MAGENTA,UV_VISOR,z_revert,roll_z_500,500,25,2.0,0.5,0.14118401512083165,2.3294884054506335,2.992303636477702,3,0.07605729877216917,15,-22.24025974025974,4183,1.7471163040879751
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,past_revert,past_mid_diff_10,10,100,50.0,0.5,0.10916750926862151,2.821086755171349,1.6098023381061721,3,0.024916247906197654,12,-28.089041095890412,3239,1.6926520531028095
PEBBLES_M,PEBBLES,past_revert,past_mid_diff_25,25,25,88.0,0.5,0.2529313232830821,2.798245033112583,3.1287436417985637,3,0.2930417495029821,12,-15.754,7550,1.6789470198675498
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,past_revert,past_mid_diff_50,50,25,111.0,0.5,0.10021830394626365,2.734584450402145,3.1556216354041795,3,0.33031218529707956,12,-20.466157205240176,2984,1.6407506702412866
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_100,100,25,209.0,1.0,0.10079324894514768,2.2923643670462157,1.9488305439633946,3,0.18668122270742357,14,-19.985849056603772,2986,1.604655056932351
ROBOT_DISHES,ROBOT,past_revert,past_mid_diff_50,50,50,100.0,1.0,0.26717171717171717,2.6697542533081284,3.0549656232994167,3,0.7776523702031602,12,-39.66586538461539,7935,1.6018525519848772
PANEL_1X4,PANEL,past_momentum,past_mid_diff_25,25,50,15.0,0.5,0.7518387909319899,2.5768113999821316,5.632840550061678,3,1.4945346030042919,12,-11.283740942028986,22386,1.5460868399892789
PANEL_2X2,PANEL,z_revert,roll_z_250,250,100,1.5,0.5,0.3264304808310493,2.495905462838188,2.5411335077706227,3,1.540033424491036,12,-58.153174603174605,9647,1.4975432777029127
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_500,500,50,1.5,1.0,0.3319798328426894,2.4538782998674957,2.6848522607508167,3,0.6640875912408759,12,-36.76692913385827,9811,1.4723269799204974
PANEL_1X4,PANEL,past_momentum,past_mid_diff_5,5,100,14.0,0.5,0.514637022065016,2.4078353079793153,2.9517619468840905,3,1.713341216942593,12,-5.166240409207161,15277,1.4447011847875892
TRANSLATOR_VOID_BLUE,TRANSLATOR,past_revert,past_mid_diff_50,50,50,85.0,1.0,0.25333333333333335,2.0387426900584797,2.489093052959369,3,1.4011194029850746,14,-42.88659793814433,7524,1.4271198830409357
PANEL_1X4,PANEL,past_momentum,past_mid_diff_50,50,25,45.5,0.5,0.5005541561712846,2.348983494363929,6.0972235806859265,3,0.8842016452225269,12,-14.40592972181552,14904,1.4093900966183575
PANEL_1X4,PANEL,past_momentum,past_mid_diff_100,100,25,30.5,0.5,0.7522362869198312,2.3396230648418217,7.453758546289504,3,0.6798864081472777,12,-9.288819875776397,22285,1.4037738389050929
TRANSLATOR_VOID_BLUE,TRANSLATOR,z_revert,roll_z_250,250,100,1.0,0.5,0.5481338611985247,2.305913945305266,3.015986600009867,3,1.8295176182400603,12,-62.155351833498514,16199,1.3835483671831597
MICROCHIP_OVAL,MICROCHIP,past_revert,past_mid_diff_100,100,10,204.0,0.5,0.10074148972025615,2.122448979591837,2.8519049402558845,3,0.48616600790513836,13,-12.806122448979592,2989,1.379591836734694
SLEEP_POD_NYLON,SLEEP_POD,z_revert,roll_z_500,500,25,2.0,0.5,0.14101525583907115,2.274174246050742,3.133626523948428,3,0.883934890304317,12,-24.596774193548388,4178,1.3645045476304452
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_25,25,100,107.0,0.5,0.10156962025316456,2.193585908939847,0.9714032098509878,3,0.0036452004860267314,12,-74.5984375,3009,1.3161515453639083
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,z_revert,roll_z_100,100,50,1.5,0.5,0.3279293793844192,2.0775332650972365,3.114459908356589,3,0.8080357142857143,12,-19.881170018281537,9770,1.2465199590583418
UV_VISOR_AMBER,UV_VISOR,past_momentum,past_mid_diff_25,25,50,65.5,1.0,0.1014273719563392,2.0706953642384107,1.8245657738271612,3,0.6218236173393124,12,-37.878531073446325,3020,1.2424172185430464
ROBOT_IRONING,ROBOT,z_revert,roll_z_250,250,50,2.0,1.0,0.15156718176615155,1.8236339404709019,1.9241209809669815,3,0.4959119496855346,13,-33.19869706840391,4502,1.1853620613060862
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_50,50,50,0.75,0.5,0.6726016832645945,1.8866344284361134,2.949505214852496,3,0.13990455212922173,12,-16.898373983739837,20059,1.1319806570616682
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,z_revert,roll_z_50,50,25,2.0,0.5,0.13062112841118367,1.7269930786977699,2.2755926457496747,3,0.627906976744186,13,-12.928571428571429,3901,1.1225455011535503
UV_VISOR_AMBER,UV_VISOR,past_momentum,past_mid_diff_50,50,25,94.0,1.0,0.10125944584382872,1.7351575456053068,2.246275571406162,3,0.3877551020408163,12,-27.343220338983052,3015,1.041094527363184
TRANSLATOR_VOID_BLUE,TRANSLATOR,z_revert,roll_z_250,250,50,1.0,0.5,0.548934451065549,1.5975927629561484,2.8426637158121717,3,1.048078752140004,13,-32.44078295341923,16305,1.0384352959214964
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,past_revert,past_mid_diff_100,100,25,164.0,0.5,0.10015189873417722,1.5870407819346142,1.7893416350261753,3,0.02728426395939086,13,-23.375661375661377,2967,1.0315765082574992
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_50,50,50,1.0,0.5,0.5564497200147537,1.7126694787586623,2.434593190132642,3,0.6078006020896051,12,-16.610660173160174,16595,1.0276016872551974
SLEEP_POD_NYLON,SLEEP_POD,z_revert,roll_z_250,250,25,2.0,0.5,0.15017798374638996,1.5770348837209303,2.284240355055339,3,0.25786056049213946,12,-20.593537414965986,4472,0.9462209302325582
SLEEP_POD_SUEDE,SLEEP_POD,z_revert,roll_z_500,500,50,2.0,0.5,0.15325009305315873,1.4074298962243321,1.3105553134886254,3,0.6583850931677019,13,-41.36729222520107,4529,0.9148294325458158
UV_VISOR_AMBER,UV_VISOR,past_momentum,past_mid_diff_25,25,50,46.0,0.5,0.253904282115869,1.416600529100529,2.053952010734476,3,0.3775232297340596,12,-31.07348901098901,7560,0.8499603174603173
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,past_revert,past_mid_diff_25,25,100,54.5,0.5,0.25073417721518987,1.1774367259019924,1.0622174017725186,3,0.8369392616117507,12,-30.72634069400631,7428,0.7064620355411955
MICROCHIP_RECTANGLE,MICROCHIP,z_revert,roll_z_50,50,50,1.5,1.0,0.3173724977366462,1.0977812995245642,1.186364297624358,3,0.49968344412788857,12,-21.881052631578946,9465,0.6586687797147385
MICROCHIP_RECTANGLE,MICROCHIP,past_revert,past_mid_diff_25,25,50,21.5,0.5,0.7512678421494542,1.0756850999150611,1.7773398058826373,3,0.02737348110562158,12,-18.71801505174036,22369,0.6454110599490367
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,past_revert,past_mid_diff_10,10,100,34.0,0.5,0.2559150657229525,0.7658040300276571,0.6936948511505009,3,0.21630060292850992,12,-13.86948051948052,7593,0.4594824180165943
