segment,product,horizon,mark,events,quantity,score,total_signed_markout,days,sign_agreement,family
post40,VEV_5500,1000,Mark 01,286,999.0,-0.011011011011011011,-11.0,3,0.6666666666666666,static_short
post40,VEV_5500,1000,Mark 14,7,27.0,-0.18518518518518517,-5.0,3,0.3333333333333333,static_short
post40,VEV_5500,1000,Mark 22,293,1026.0,0.015594541910331383,16.0,3,1.0,static_short
post40,VEV_5500,5000,Mark 01,285,995.0,0.05226130653266332,52.0,3,1.0,static_short
post40,VEV_5500,5000,Mark 14,7,27.0,-0.48148148148148145,-13.0,3,1.0,static_short
post40,VEV_5500,5000,Mark 22,292,1022.0,-0.03816046966731898,-39.0,3,1.0,static_short
post40,VEV_5500,10000,Mark 01,284,990.0,0.013636363636363636,13.5,3,0.3333333333333333,static_short
post40,VEV_5500,10000,Mark 14,7,27.0,-0.6296296296296297,-17.0,3,1.0,static_short
post40,VEV_5500,10000,Mark 22,291,1017.0,0.00344149459193707,3.5,3,0.6666666666666666,static_short
post40,VEV_5500,20000,Mark 01,282,982.0,0.04073319755600815,40.0,3,1.0,static_short
post40,VEV_5500,20000,Mark 14,7,27.0,-0.8888888888888888,-24.0,3,0.6666666666666666,static_short
post40,VEV_5500,20000,Mark 22,289,1009.0,-0.015857284440039643,-16.0,3,1.0,static_short
post40,VEV_5500,40000,Mark 01,278,970.0,-0.029381443298969072,-28.5,3,0.6666666666666666,static_short
post40,VEV_5500,40000,Mark 14,7,27.0,-1.3333333333333333,-36.0,3,1.0,static_short
post40,VEV_5500,40000,Mark 22,285,997.0,0.06469408224674023,64.5,3,1.0,static_short
post40,VEV_6000,500,Mark 01,304,1062.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,500,Mark 22,304,1062.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,1000,Mark 01,304,1062.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,1000,Mark 22,304,1062.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,5000,Mark 01,303,1058.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,5000,Mark 22,303,1058.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,10000,Mark 01,301,1048.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,10000,Mark 22,301,1048.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,20000,Mark 01,299,1040.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,20000,Mark 22,299,1040.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,40000,Mark 01,295,1028.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6000,40000,Mark 22,295,1028.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,500,Mark 01,304,1062.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,500,Mark 22,304,1062.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,1000,Mark 01,304,1062.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,1000,Mark 22,304,1062.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,5000,Mark 01,303,1058.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,5000,Mark 22,303,1058.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,10000,Mark 01,301,1048.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,10000,Mark 22,301,1048.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,20000,Mark 01,299,1040.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,20000,Mark 22,299,1040.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,40000,Mark 01,295,1028.0,0.0,0.0,3,1.0,far_otm
post40,VEV_6500,40000,Mark 22,295,1028.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_4000,500,Mark 14,13,26.0,1.0961538461538463,28.5,3,0.6666666666666666,static_short
pre40,VEV_4000,500,Mark 38,13,26.0,-1.0961538461538463,-28.5,3,0.6666666666666666,static_short
pre40,VEV_4000,1000,Mark 14,13,26.0,1.0192307692307692,26.5,3,0.6666666666666666,static_short
pre40,VEV_4000,1000,Mark 38,13,26.0,-1.0192307692307692,-26.5,3,0.6666666666666666,static_short
pre40,VEV_4000,5000,Mark 14,13,26.0,2.8653846153846154,74.5,3,1.0,static_short
pre40,VEV_4000,5000,Mark 38,13,26.0,-2.8653846153846154,-74.5,3,1.0,static_short
pre40,VEV_4000,10000,Mark 14,13,26.0,2.2115384615384617,57.5,3,0.6666666666666666,static_short
pre40,VEV_4000,10000,Mark 38,13,26.0,-2.2115384615384617,-57.5,3,0.6666666666666666,static_short
pre40,VEV_4000,20000,Mark 14,13,26.0,2.576923076923077,67.0,3,0.3333333333333333,static_short
pre40,VEV_4000,20000,Mark 38,13,26.0,-2.576923076923077,-67.0,3,0.3333333333333333,static_short
pre40,VEV_4000,40000,Mark 14,13,26.0,2.3846153846153846,62.0,3,0.6666666666666666,static_short
pre40,VEV_4000,40000,Mark 38,13,26.0,-2.3846153846153846,-62.0,3,0.6666666666666666,static_short
pre40,VEV_5300,500,Mark 01,5,16.0,0.3125,5.0,3,1.0,static_short
pre40,VEV_5300,500,Mark 22,5,16.0,-0.3125,-5.0,3,0.3333333333333333,static_short
pre40,VEV_5300,1000,Mark 01,5,16.0,0.375,6.0,3,0.6666666666666666,static_short
pre40,VEV_5300,1000,Mark 22,5,16.0,-0.375,-6.0,3,0.6666666666666666,static_short
pre40,VEV_5300,5000,Mark 01,5,16.0,-1.625,-26.0,3,1.0,static_short
pre40,VEV_5300,5000,Mark 22,5,16.0,1.625,26.0,3,1.0,static_short
pre40,VEV_5300,10000,Mark 01,5,16.0,-4.28125,-68.5,3,1.0,static_short
pre40,VEV_5300,10000,Mark 22,5,16.0,4.28125,68.5,3,1.0,static_short
pre40,VEV_5300,20000,Mark 01,5,16.0,-5.125,-82.0,3,0.6666666666666666,static_short
pre40,VEV_5300,20000,Mark 22,5,16.0,5.125,82.0,3,1.0,static_short
pre40,VEV_5300,40000,Mark 01,5,16.0,-3.0625,-49.0,3,0.6666666666666666,static_short
pre40,VEV_5300,40000,Mark 22,5,16.0,3.0625,49.0,3,0.6666666666666666,static_short
pre40,VEV_5400,500,Mark 01,10,32.0,-0.265625,-8.5,3,1.0,static_short
pre40,VEV_5400,500,Mark 14,1,2.0,0.0,0.0,1,1.0,static_short
pre40,VEV_5400,500,Mark 22,11,34.0,0.25,8.5,3,1.0,static_short
pre40,VEV_5400,1000,Mark 01,10,32.0,-0.21875,-7.0,3,0.6666666666666666,static_short
pre40,VEV_5400,1000,Mark 14,1,2.0,0.0,0.0,1,1.0,static_short
pre40,VEV_5400,1000,Mark 22,11,34.0,0.20588235294117646,7.0,3,0.6666666666666666,static_short
pre40,VEV_5400,5000,Mark 01,10,32.0,-1.171875,-37.5,3,0.6666666666666666,static_short
pre40,VEV_5400,5000,Mark 14,1,2.0,-1.5,-3.0,1,1.0,static_short
pre40,VEV_5400,5000,Mark 22,11,34.0,1.1911764705882353,40.5,3,0.6666666666666666,static_short
pre40,VEV_5400,10000,Mark 01,10,32.0,-2.109375,-67.5,3,1.0,static_short
pre40,VEV_5400,10000,Mark 14,1,2.0,-4.0,-8.0,1,1.0,static_short
pre40,VEV_5400,10000,Mark 22,11,34.0,2.2205882352941178,75.5,3,1.0,static_short
pre40,VEV_5400,20000,Mark 01,10,32.0,-2.078125,-66.5,3,1.0,static_short
pre40,VEV_5400,20000,Mark 14,1,2.0,-4.0,-8.0,1,1.0,static_short
pre40,VEV_5400,20000,Mark 22,11,34.0,2.1911764705882355,74.5,3,1.0,static_short
pre40,VEV_5400,40000,Mark 01,10,32.0,-1.8125,-58.0,3,0.6666666666666666,static_short
pre40,VEV_5400,40000,Mark 14,1,2.0,-2.0,-4.0,1,1.0,static_short
pre40,VEV_5400,40000,Mark 22,11,34.0,1.8235294117647058,62.0,3,0.6666666666666666,static_short
pre40,VEV_5500,500,Mark 01,13,43.0,0.023255813953488372,1.0,3,1.0,static_short
pre40,VEV_5500,500,Mark 22,13,43.0,-0.023255813953488372,-1.0,3,0.3333333333333333,static_short
pre40,VEV_5500,1000,Mark 01,13,43.0,-0.09302325581395349,-4.0,3,0.3333333333333333,static_short
pre40,VEV_5500,1000,Mark 22,13,43.0,0.09302325581395349,4.0,3,1.0,static_short
pre40,VEV_5500,5000,Mark 01,13,43.0,-0.45348837209302323,-19.5,3,0.6666666666666666,static_short
pre40,VEV_5500,5000,Mark 22,13,43.0,0.45348837209302323,19.5,3,1.0,static_short
pre40,VEV_5500,10000,Mark 01,13,43.0,-0.5116279069767442,-22.0,3,1.0,static_short
pre40,VEV_5500,10000,Mark 22,13,43.0,0.5116279069767442,22.0,3,1.0,static_short
pre40,VEV_5500,20000,Mark 01,13,43.0,-0.6627906976744186,-28.5,3,1.0,static_short
pre40,VEV_5500,20000,Mark 22,13,43.0,0.6627906976744186,28.5,3,1.0,static_short
pre40,VEV_5500,40000,Mark 01,13,43.0,-0.3372093023255814,-14.5,3,0.6666666666666666,static_short
pre40,VEV_5500,40000,Mark 22,13,43.0,0.3372093023255814,14.5,3,0.6666666666666666,static_short
pre40,VEV_6000,500,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,500,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,1000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,1000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,5000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,5000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,10000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,10000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,20000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,20000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,40000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6000,40000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,500,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,500,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,1000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,1000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,5000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,5000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,10000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,10000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,20000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,20000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,40000,Mark 01,13,43.0,0.0,0.0,3,1.0,far_otm
pre40,VEV_6500,40000,Mark 22,13,43.0,0.0,0.0,3,1.0,far_otm
transition,VEV_4000,500,Mark 14,1,2.0,-3.0,-6.0,1,1.0,static_short
transition,VEV_4000,500,Mark 38,1,2.0,3.0,6.0,1,1.0,static_short
transition,VEV_4000,1000,Mark 14,1,2.0,-6.5,-13.0,1,1.0,static_short
transition,VEV_4000,1000,Mark 38,1,2.0,6.5,13.0,1,1.0,static_short
transition,VEV_4000,5000,Mark 14,1,2.0,-9.0,-18.0,1,1.0,static_short
transition,VEV_4000,5000,Mark 38,1,2.0,9.0,18.0,1,1.0,static_short
transition,VEV_4000,10000,Mark 14,1,2.0,-6.0,-12.0,1,1.0,static_short
transition,VEV_4000,10000,Mark 38,1,2.0,6.0,12.0,1,1.0,static_short
transition,VEV_4000,20000,Mark 14,1,2.0,-23.0,-46.0,1,1.0,static_short
transition,VEV_4000,20000,Mark 38,1,2.0,23.0,46.0,1,1.0,static_short
transition,VEV_4000,40000,Mark 14,1,2.0,-8.0,-16.0,1,1.0,static_short
transition,VEV_4000,40000,Mark 38,1,2.0,8.0,16.0,1,1.0,static_short
transition,VEV_5300,500,Mark 01,2,7.0,-0.8571428571428571,-6.0,2,0.5,static_short
transition,VEV_5300,500,Mark 22,2,7.0,0.8571428571428571,6.0,2,1.0,static_short
transition,VEV_5300,1000,Mark 01,2,7.0,-2.4285714285714284,-17.0,2,1.0,static_short
transition,VEV_5300,1000,Mark 22,2,7.0,2.4285714285714284,17.0,2,1.0,static_short
transition,VEV_5300,5000,Mark 01,2,7.0,0.0,0.0,2,0.5,static_short
transition,VEV_5300,5000,Mark 22,2,7.0,0.0,0.0,2,0.5,static_short
transition,VEV_5300,10000,Mark 01,2,7.0,1.1428571428571428,8.0,2,0.5,static_short
transition,VEV_5300,10000,Mark 22,2,7.0,-1.1428571428571428,-8.0,2,0.5,static_short
transition,VEV_5300,20000,Mark 01,2,7.0,1.8571428571428572,13.0,2,0.5,static_short
transition,VEV_5300,20000,Mark 22,2,7.0,-1.8571428571428572,-13.0,2,0.5,static_short
transition,VEV_5300,40000,Mark 01,2,7.0,1.1428571428571428,8.0,2,1.0,static_short
transition,VEV_5300,40000,Mark 22,2,7.0,-1.1428571428571428,-8.0,2,0.5,static_short
transition,VEV_5400,500,Mark 01,3,10.0,0.0,0.0,2,0.5,static_short
transition,VEV_5400,500,Mark 14,1,3.0,-1.0,-3.0,1,1.0,static_short
transition,VEV_5400,500,Mark 22,4,13.0,0.23076923076923078,3.0,3,0.6666666666666666,static_short
transition,VEV_5400,1000,Mark 01,3,10.0,-0.4,-4.0,2,0.5,static_short
transition,VEV_5400,1000,Mark 14,1,3.0,-1.5,-4.5,1,1.0,static_short
transition,VEV_5400,1000,Mark 22,4,13.0,0.6538461538461539,8.5,3,1.0,static_short
transition,VEV_5400,5000,Mark 01,3,10.0,1.3,13.0,2,1.0,static_short
transition,VEV_5400,5000,Mark 14,1,3.0,-2.0,-6.0,1,1.0,static_short
transition,VEV_5400,5000,Mark 22,4,13.0,-0.5384615384615384,-7.0,3,0.6666666666666666,static_short
transition,VEV_5400,10000,Mark 01,3,10.0,1.2,12.0,2,1.0,static_short
transition,VEV_5400,10000,Mark 14,1,3.0,-2.0,-6.0,1,1.0,static_short
transition,VEV_5400,10000,Mark 22,4,13.0,-0.46153846153846156,-6.0,3,0.6666666666666666,static_short
transition,VEV_5400,20000,Mark 01,3,10.0,0.6,6.0,2,0.5,static_short
transition,VEV_5400,20000,Mark 14,1,3.0,-2.0,-6.0,1,1.0,static_short
transition,VEV_5400,20000,Mark 22,4,13.0,0.0,0.0,3,0.6666666666666666,static_short
transition,VEV_5400,40000,Mark 01,3,10.0,1.8,18.0,2,1.0,static_short
transition,VEV_5400,40000,Mark 14,1,3.0,-0.5,-1.5,1,1.0,static_short
transition,VEV_5400,40000,Mark 22,4,13.0,-1.2692307692307692,-16.5,3,0.6666666666666666,static_short
transition,VEV_5500,500,Mark 01,4,15.0,0.0,0.0,2,1.0,static_short
transition,VEV_5500,500,Mark 22,4,15.0,0.0,0.0,2,1.0,static_short
transition,VEV_5500,1000,Mark 01,4,15.0,-0.26666666666666666,-4.0,2,0.5,static_short
transition,VEV_5500,1000,Mark 22,4,15.0,0.26666666666666666,4.0,2,1.0,static_short
transition,VEV_5500,5000,Mark 01,4,15.0,0.16666666666666666,2.5,2,0.5,static_short
transition,VEV_5500,5000,Mark 22,4,15.0,-0.16666666666666666,-2.5,2,0.5,static_short
transition,VEV_5500,10000,Mark 01,4,15.0,1.0,15.0,2,1.0,static_short
transition,VEV_5500,10000,Mark 22,4,15.0,-1.0,-15.0,2,1.0,static_short
transition,VEV_5500,20000,Mark 01,4,15.0,0.6,9.0,2,1.0,static_short
transition,VEV_5500,20000,Mark 22,4,15.0,-0.6,-9.0,2,0.5,static_short
transition,VEV_5500,40000,Mark 01,4,15.0,0.4,6.0,2,1.0,static_short
transition,VEV_5500,40000,Mark 22,4,15.0,-0.4,-6.0,2,0.5,static_short
transition,VEV_6000,500,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,500,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,1000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,1000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,5000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,5000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,10000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,10000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,20000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,20000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,40000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6000,40000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,500,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,500,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,1000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,1000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,5000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,5000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,10000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,10000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,20000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,20000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,40000,Mark 01,5,18.0,0.0,0.0,3,1.0,far_otm
transition,VEV_6500,40000,Mark 22,5,18.0,0.0,0.0,3,1.0,far_otm
